symbol,tf_minutes,side,final_score,ml_score,heur_score,entry_price,sl_pct,tp1_pct,tp2_pct,tp3_pct,risk_reward,risk_reward_tp2,predictors_score,raw_signals_score,indicators_score,market_score,coverage_score,consensus_score,price10_score,bounce_prob,bounce_score,breakout_prob,breakout_score,trend_strength,momentum_strength,volatility_regime,volume_spike_score,level_aware,market_quality_score,quality_multiplier,quality_grade,original_score,pred_vs_raw,pred_vs_ind,component_std,component_min,ml_heur_gap,score_per_risk,atr_pct,market_factor,score_factor,label_win,label_tp_level,label_pnl_pct,label_max_favorable,label_max_adverse,label_bars
MOODENGUSDT,1440,1,0.5970,0.9933,1.0000,0.051290,0.424157,0.318118,0.583216,0.901335,0.7500,1.3750,0.8401,0.8937,0.4591,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8700,D,0.6862,0.9400,1.8299,0.195149,0.4591,0.0067,1.41,0.000000,1.0000,0.8588,1.0,1.0,0.318118,0.344707,0.035290,3
ARBUSDT,1440,1,0.5899,0.9933,1.0000,0.410800,0.182199,0.136649,0.250523,0.387172,0.7500,1.3750,0.7772,0.9014,0.4976,0.5000,1.0000,0.8173,0.9933,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8741,D,0.6748,0.8622,1.5617,0.175808,0.4976,0.0067,3.24,0.000000,1.0000,0.8537,0.0,-1.0,-0.182199,0.135589,0.235881,14
1000BONKUSDT,1440,1,0.6158,0.9933,1.0000,0.013145,0.247377,0.185533,0.340144,0.525677,0.7500,1.3750,0.7772,0.9194,0.5659,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8888,D,0.6928,0.8453,1.3733,0.167112,0.5000,0.0067,2.49,0.000000,1.0000,0.8617,1.0,1.0,0.185533,0.187524,0.085280,6
1000SHIBUSDT,1440,1,0.5902,0.9933,1.0000,0.013628,0.142398,0.106799,0.195798,0.302597,0.7500,1.3750,0.7142,0.9166,0.5650,0.5000,1.0000,0.8173,0.9933,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8794,D,0.6711,0.7791,1.2641,0.160200,0.5000,0.0067,4.14,0.000000,1.0000,0.8520,1.0,1.0,0.106799,0.114103,0.047036,6
1000PEPEUSDT,1440,1,0.5989,0.9933,1.0000,0.007887,0.236443,0.177332,0.325109,0.502442,0.7500,1.3750,0.8401,0.8946,0.4641,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8713,D,0.6873,0.9391,1.8103,0.194043,0.4641,0.0067,2.53,0.000000,1.0000,0.8593,0.0,-1.0,-0.236443,0.134300,0.275169,13
DOGEUSDT,1440,-1,0.6038,0.9933,1.0000,0.210370,0.162061,0.121546,0.222834,0.344380,0.7500,1.3750,0.7772,0.9166,0.5520,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8760,D,0.6893,0.8479,1.4080,0.168838,0.5000,0.0067,3.73,0.000000,1.0000,0.8602,1.0,1.0,0.121546,0.137710,0.019537,4
SAGAUSDT,1440,1,0.5919,0.9933,1.0000,0.513900,0.284937,0.213703,0.391788,0.605491,0.7500,1.3750,0.7142,0.9203,0.5684,0.5000,1.0000,0.8173,0.9933,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8798,D,0.6728,0.7761,1.2564,0.160985,0.5000,0.0067,2.08,0.000000,1.0000,0.8527,0.0,-1.0,-0.284937,0.112668,0.363300,13
PENGUUSDT,1440,1,0.6033,0.9933,1.0000,0.007219,0.410590,0.307943,0.564562,0.872504,0.7500,1.3750,0.7772,0.9126,0.5315,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8816,D,0.6844,0.8516,1.4621,0.171733,0.5000,0.0067,1.47,0.000000,1.0000,0.8580,1.0,1.0,0.307943,0.318742,0.071894,4
MOVEUSDT,1440,-1,0.5869,0.9933,1.0000,0.420000,0.252815,0.189611,0.347621,0.537232,0.7500,1.3750,0.8401,0.8932,0.4504,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8576,D,0.6844,0.9406,1.8654,0.197409,0.4504,0.0067,2.32,0.000000,1.0000,0.8580,0.0,-1.0,-0.252815,0.084524,0.324762,6
ENAUSDT,1440,1,0.5852,0.9933,1.0000,0.374600,0.305158,0.228868,0.419592,0.648460,0.7500,1.3750,0.7142,0.9130,0.5508,0.5000,1.0000,0.8173,0.9933,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8769,D,0.6674,0.7822,1.2965,0.161329,0.5000,0.0067,1.92,0.000000,1.0000,0.8503,1.0,1.0,0.228868,0.277896,0.033369,6
ARBUSDT,1440,1,0.5889,0.9933,1.0000,0.419300,0.178620,0.133965,0.245602,0.379567,0.7500,1.3750,0.7772,0.8998,0.4957,0.5000,1.0000,0.8173,0.9933,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8737,D,0.6740,0.8637,1.5679,0.175772,0.4957,0.0067,3.30,0.000000,1.0000,0.8533,0.0,-1.0,-0.178620,0.112569,0.179347,12
MOVEUSDT,1440,-1,0.5896,0.9933,1.0000,0.425700,0.243748,0.182811,0.335154,0.517965,0.7500,1.3750,0.8401,0.8941,0.4574,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8595,D,0.6860,0.9396,1.8367,0.195719,0.4574,0.0067,2.42,0.000000,1.0000,0.8587,0.0,-1.0,-0.243748,0.029598,0.307024,5
PENGUUSDT,1440,1,0.6198,0.9933,1.0000,0.008056,0.367881,0.275911,0.505836,0.781747,0.7500,1.3750,0.8401,0.9061,0.5169,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8847,D,0.7006,0.9271,1.6252,0.183917,0.5000,0.0067,1.68,0.000000,1.0000,0.8652,0.0,-1.0,-0.367881,0.181728,0.368173,14
SUPERUSDT,1440,1,0.6748,0.9933,1.0000,0.582400,0.238117,0.454670,0.456670,0.505999,1.9094,1.9178,0.7772,0.9110,0.5459,0.5000,1.0000,0.8173,0.9933,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9828,C,0.6866,0.8531,1.4235,0.168160,0.5000,0.0067,2.83,0.000000,1.0000,0.8590,0.0,-1.0,-0.238117,0.143544,0.316621,13
MOODENGUSDT,1440,1,0.5613,0.9933,1.0000,0.059520,0.366128,0.274596,0.503427,0.778023,0.7500,1.3750,0.7772,0.8825,0.4254,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8557,D,0.6559,0.8806,1.8267,0.189157,0.4254,0.0067,1.53,0.000000,1.0000,0.8452,0.0,-1.0,-0.366128,0.158770,0.456821,12
LUNA2USDT,1440,1,0.5546,0.9933,1.0000,0.226500,0.179741,0.134806,0.247144,0.381950,0.7500,1.3750,0.7142,0.8934,0.4665,0.5000,1.0000,0.8173,0.9933,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8585,D,0.6460,0.7994,1.5309,0.172727,0.4665,0.0067,3.09,0.000000,1.0000,0.8407,0.0,-1.0,-0.179741,0.099779,0.226932,12
1000BONKUSDT,1440,1,0.6173,0.9933,1.0000,0.013413,0.237439,0.178079,0.326478,0.504557,0.7500,1.3750,0.7772,0.9195,0.5707,0.5000,1.0000,0.8173,0.9933,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8899,D,0.6937,0.8452,1.3617,0.166276,0.5000,0.0067,2.60,0.000000,1.0000,0.8622,0.0,-1.0,-0.237439,0.168270,0.257139,12
ENAUSDT,1440,1,0.6043,0.9933,1.0000,0.406800,0.277703,0.208277,0.381842,0.590120,0.7500,1.3750,0.7772,0.9075,0.5374,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8834,D,0.6840,0.8564,1.4462,0.168754,0.5000,0.0067,2.18,0.000000,1.0000,0.8578,0.0,-1.0,-0.277703,0.180187,0.285644,38
1000PEPEUSDT,1440,1,0.5749,0.9933,1.0000,0.008245,0.225445,0.169084,0.309987,0.479071,0.7500,1.3750,0.7772,0.8918,0.4594,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8646,D,0.6649,0.8715,1.6917,0.182521,0.4594,0.0067,2.55,0.000000,1.0000,0.8492,0.0,-1.0,-0.225445,0.085021,0.239951,7
1000LUNCUSDT,1440,-1,0.5861,0.9933,1.0000,0.067570,0.145587,0.109190,0.200182,0.309372,0.7500,1.3750,0.8401,0.8872,0.4515,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8582,D,0.6829,0.9469,1.8605,0.195406,0.4515,0.0067,4.03,0.000000,1.0000,0.8573,1.0,1.0,0.109190,0.117360,0.073405,7
1000SHIBUSDT,1440,-1,0.6026,0.9933,1.0000,0.014088,0.137977,0.103483,0.189718,0.293201,0.7500,1.3750,0.7772,0.9114,0.5512,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8762,D,0.6878,0.8527,1.4098,0.167236,0.5000,0.0067,4.37,0.000000,1.0000,0.8595,1.0,1.0,0.103483,0.136570,0.078719,7
DOGEUSDT,1440,-1,0.6102,0.9933,1.0000,0.211470,0.159987,0.119990,0.219982,0.339972,0.7500,1.3750,0.7772,0.9201,0.5698,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8796,D,0.6937,0.8446,1.3640,0.166647,0.5000,0.0067,3.81,0.000000,1.0000,0.8622,1.0,1.0,0.119990,0.142195,0.011869,3
SUPERUSDT,1440,1,0.6484,0.9933,1.0000,0.581400,0.235583,0.457172,0.459172,0.500614,1.9406,1.9491,0.7142,0.9100,0.5416,0.5000,1.0000,0.8173,0.9933,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9754,C,0.6648,0.7848,1.3187,0.161940,0.5000,0.0067,2.75,0.000000,1.0000,0.8492,0.0,-1.0,-0.235583,0.145511,0.315445,12
1000BONKUSDT,1440,1,0.5939,0.9933,1.0000,0.013412,0.229161,0.171871,0.315097,0.486967,0.7500,1.3750,0.7142,0.9205,0.5750,0.5000,1.0000,0.8173,0.9933,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8811,D,0.6740,0.7759,1.2421,0.159994,0.5000,0.0067,2.59,0.000000,1.0000,0.8533,0.0,-1.0,-0.229161,0.168357,0.257083,11
MOODENGUSDT,1440,1,0.5687,0.9933,1.0000,0.066440,0.318431,0.238823,0.437842,0.676665,0.7500,1.3750,0.8401,0.8725,0.3928,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8517,D,0.6677,0.9628,2.1385,0.208741,0.3928,0.0067,1.79,0.000000,1.0000,0.8505,0.0,-1.0,-0.318431,0.038079,0.349187,6
1000SHIBUSDT,1440,1,0.6285,0.9933,1.0000,0.014415,0.131613,0.098710,0.180968,0.279678,0.7500,1.3750,0.8401,0.9078,0.5417,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8907,D,0.7057,0.9255,1.5508,0.178767,0.5000,0.0067,4.78,0.000000,1.0000,0.8676,0.0,-1.0,-0.131613,0.054249,0.156157,6
1000PEPEUSDT,1440,1,0.5974,0.9933,1.0000,0.008323,0.216675,0.162506,0.297928,0.460434,0.7500,1.3750,0.8401,0.8918,0.4615,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8707,D,0.6861,0.9420,1.8204,0.193955,0.4615,0.0067,2.76,0.000000,1.0000,0.8587,0.0,-1.0,-0.216675,0.074853,0.247074,6
SAGAUSDT,1440,1,0.5941,0.9933,1.0000,0.528500,0.262994,0.197246,0.361617,0.558862,0.7500,1.3750,0.7142,0.9207,0.5756,0.5000,1.0000,0.8173,0.9933,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8812,D,0.6742,0.7757,1.2408,0.159985,0.5000,0.0067,2.26,0.000000,1.0000,0.8534,0.0,-1.0,-0.262994,0.081930,0.303690,6
DOGEUSDT,1440,-1,0.6162,0.9933,1.0000,0.203470,0.164499,0.123375,0.226187,0.349561,0.7500,1.3750,0.7772,0.9247,0.5862,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8827,D,0.6981,0.8404,1.3257,0.165359,0.5000,0.0067,3.75,0.000000,1.0000,0.8641,0.0,-1.0,-0.164499,0.108468,0.189512,4
ENAUSDT,1440,1,0.6213,0.9933,1.0000,0.427900,0.257224,0.192918,0.353683,0.546601,0.7500,1.3750,0.8401,0.9028,0.5236,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8865,D,0.7009,0.9305,1.6044,0.181381,0.5000,0.0067,2.42,0.000000,1.0000,0.8654,0.0,-1.0,-0.257224,0.121991,0.301005,36
PENGUUSDT,1440,1,0.6093,0.9933,1.0000,0.008336,0.339109,0.254332,0.466275,0.720607,0.7500,1.3750,0.8401,0.8727,0.5076,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8839,D,0.6894,0.9627,1.6550,0.176694,0.5000,0.0067,1.80,0.000000,1.0000,0.8602,0.0,-1.0,-0.339109,0.142035,0.365763,11
WLDUSDT,1440,1,0.5554,0.9933,1.0000,1.111500,0.082731,0.158976,0.291457,0.450433,1.9216,3.5229,0.5067,0.9110,0.5503,0.5000,1.0000,0.8036,0.9933,0.7000,0.3722,0.8000,0.0688,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9328,C,0.5954,0.5562,0.9209,0.170851,0.5000,0.0067,6.71,0.000000,1.0000,0.8179,0.0,-1.0,-0.082731,0.065047,0.093747,2
ARBUSDT,1440,1,0.6109,0.9933,1.0000,0.422300,0.172721,0.129540,0.237491,0.367031,0.7500,1.3750,0.8401,0.8993,0.4953,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8795,D,0.6946,0.9341,1.6961,0.187216,0.4953,0.0067,3.54,0.000000,1.0000,0.8626,0.0,-1.0,-0.172721,0.104665,0.173100,6
DOGEUSDT,1440,-1,0.6367,0.9933,1.0000,0.206780,0.156152,0.117114,0.214709,0.331823,0.7500,1.3750,0.8401,0.9220,0.5790,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8884,D,0.7167,0.9112,1.4511,0.175453,0.5000,0.0067,4.08,0.000000,1.0000,0.8725,1.0,1.0,0.117114,0.122739,0.001838,1
1000SHIBUSDT,1440,1,0.5763,0.9933,1.0000,0.014420,0.127504,0.095628,0.175318,0.270945,0.7500,1.3750,0.8401,0.7451,0.5022,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8834,D,0.6523,1.1275,1.6728,0.149578,0.5000,0.0067,4.52,0.000000,1.0000,0.8435,0.0,-1.0,-0.127504,0.053884,0.156449,5
MOODENGUSDT,1440,1,0.5673,0.9933,1.0000,0.059880,0.349130,0.261848,0.480054,0.741902,0.7500,1.3750,0.8401,0.8735,0.3886,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8504,D,0.6672,0.9618,2.1621,0.210325,0.3886,0.0067,1.63,0.000000,1.0000,0.8502,0.0,-1.0,-0.349130,0.126420,0.356880,8
1000BONKUSDT,1440,1,0.5830,0.9933,1.0000,0.013169,0.225693,0.169269,0.310327,0.479597,0.7500,1.3750,0.7142,0.8745,0.5659,0.5000,1.0000,0.8173,0.9933,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8842,D,0.6594,0.8167,1.2620,0.144343,0.5000,0.0067,2.58,0.000000,1.0000,0.8467,1.0,1.0,0.169269,0.185360,0.086947,3
ARBUSDT,1440,1,0.5809,0.9933,1.0000,0.424800,0.166838,0.125128,0.229402,0.354531,0.7500,1.3750,0.8401,0.8061,0.4701,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8756,D,0.6635,1.0422,1.7871,0.169787,0.4701,0.0067,3.48,0.000000,1.0000,0.8486,0.0,-1.0,-0.166838,0.098164,0.177966,5
SUPERUSDT,1440,1,0.6135,0.9933,1.0000,0.581500,0.227346,0.456922,0.458922,0.483110,2.0098,2.0186,0.7142,0.7863,0.5077,0.5000,1.0000,0.8173,0.9933,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9840,C,0.6235,0.9083,1.4067,0.125838,0.5000,0.0067,2.70,0.000000,1.0000,0.8306,0.0,-1.0,-0.227346,0.145314,0.315563,11
DOGEUSDT,1440,-1,0.6151,0.9933,1.0000,0.201760,0.163197,0.122398,0.224396,0.346795,0.7500,1.3750,0.7772,0.9236,0.5833,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8822,D,0.6972,0.8414,1.3324,0.165469,0.5000,0.0067,3.77,0.000000,1.0000,0.8638,0.0,-1.0,-0.163197,0.012391,0.199594,2
LUNA2USDT,1440,1,0.5725,0.9933,1.0000,0.229500,0.164254,0.123191,0.225850,0.349040,0.7500,1.3750,0.8401,0.7956,0.4532,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8709,D,0.6573,1.0560,1.8536,0.172130,0.4532,0.0067,3.49,0.000000,1.0000,0.8458,0.0,-1.0,-0.164254,0.085403,0.164706,4
MOODENGUSDT,1440,1,0.5607,0.9933,1.0000,0.061620,0.338481,0.253861,0.465412,0.719273,0.7500,1.3750,0.8401,0.8693,0.3727,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8457,D,0.6630,0.9664,2.2543,0.214221,0.3727,0.0067,1.66,0.000000,1.0000,0.8483,0.0,-1.0,-0.338481,0.022720,0.375041,7
ENAUSDT,1440,1,0.5807,0.9933,1.0000,0.414000,0.250025,0.187519,0.343785,0.531304,0.7500,1.3750,0.8401,0.7733,0.4932,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8817,D,0.6586,1.0864,1.7035,0.156865,0.4932,0.0067,2.32,0.000000,1.0000,0.8464,0.0,-1.0,-0.250025,0.159662,0.277536,34
SUPERUSDT,1440,1,0.6582,0.9933,1.0000,0.560400,0.232617,0.511777,0.513777,0.515777,2.2001,2.2087,0.7142,0.9115,0.5446,0.5000,1.0000,0.8173,0.9933,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9887,C,0.6658,0.7836,1.3113,0.161902,0.5000,0.0067,2.83,0.000000,1.0000,0.8496,0.0,-1.0,-0.232617,0.188437,0.289793,10
1000BONKUSDT,1440,1,0.6154,0.9933,1.0000,0.013637,0.218797,0.164098,0.300846,0.464944,0.7500,1.3750,0.7772,0.9171,0.5661,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8891,D,0.6922,0.8474,1.3727,0.166288,0.5000,0.0067,2.81,0.000000,1.0000,0.8615,0.0,-1.0,-0.218797,0.149080,0.269341,9
ARBUSDT,1440,1,0.5901,0.9933,1.0000,0.421800,0.167755,0.125816,0.230663,0.356479,0.7500,1.3750,0.7772,0.9001,0.4992,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8746,D,0.6748,0.8634,1.5569,0.174998,0.4992,0.0067,3.52,0.000000,1.0000,0.8536,0.0,-1.0,-0.167755,0.105974,0.172119,4
PENGUUSDT,1440,1,0.6067,0.9933,1.0000,0.009088,0.302867,0.227150,0.416442,0.643592,0.7500,1.3750,0.8401,0.8951,0.4861,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8773,D,0.6916,0.9386,1.7282,0.188335,0.4861,0.0067,2.00,0.000000,1.0000,0.8612,0.0,-1.0,-0.302867,0.031580,0.314371,4
1000PEPEUSDT,1440,1,0.6052,0.9933,1.0000,0.007926,0.217785,0.163339,0.299454,0.462793,0.7500,1.3750,0.8401,0.8972,0.4804,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8756,D,0.6912,0.9364,1.7486,0.190411,0.4804,0.0067,2.78,0.000000,1.0000,0.8610,0.0,-1.0,-0.217785,0.128747,0.278717,9
1000SHIBUSDT,1440,1,0.6094,0.9933,1.0000,0.013929,0.134516,0.100887,0.184960,0.285847,0.7500,1.3750,0.7772,0.9112,0.5508,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8862,D,0.6876,0.8528,1.4109,0.167265,0.5000,0.0067,4.53,0.000000,1.0000,0.8594,0.0,-1.0,-0.134516,0.091033,0.174313,9
1000BONKUSDT,1440,1,0.6230,0.9933,1.0000,0.013536,0.212815,0.159612,0.292621,0.452232,0.7500,1.3750,0.8401,0.8636,0.5542,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8956,D,0.6956,0.9728,1.5159,0.163704,0.5000,0.0067,2.93,0.000000,1.0000,0.8630,0.0,-1.0,-0.212815,0.157654,0.263889,8
PENGUUSDT,1440,1,0.5535,0.9933,1.0000,0.008754,0.300724,0.225543,0.413495,0.639038,0.7500,1.3750,0.8401,0.7342,0.4438,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8673,D,0.6382,1.1443,1.8930,0.163227,0.4438,0.0067,1.84,0.000000,1.0000,0.8372,0.0,-1.0,-0.300724,0.070939,0.330706,5
1000PEPEUSDT,1440,1,0.5536,0.9933,1.0000,0.007589,0.221040,0.165780,0.303930,0.469709,0.7500,1.3750,0.8401,0.7238,0.4522,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8693,D,0.6369,1.1607,1.8578,0.159251,0.4522,0.0067,2.50,0.000000,1.0000,0.8366,1.0,1.0,0.165780,0.178827,0.004981,1
SUPERUSDT,1440,1,0.5684,0.9933,1.0000,0.563900,0.220944,0.502394,0.504394,0.506394,2.2739,2.2829,0.7142,0.6597,0.4549,0.5000,1.0000,0.8173,0.9933,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9838,C,0.5778,1.0826,1.5699,0.107678,0.4549,0.0067,2.57,0.000000,1.0000,0.8100,0.0,-1.0,-0.220944,0.181060,0.294201,9
1000SHIBUSDT,1440,-1,0.5548,0.9933,1.0000,0.013636,0.133936,0.100452,0.184162,0.284615,0.7500,1.3750,0.8401,0.7064,0.4893,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8684,D,0.6390,1.1893,1.7171,0.147167,0.4893,0.0067,4.14,0.000000,1.0000,0.8375,1.0,1.0,0.100452,0.107950,0.114476,3
DOGEUSDT,1440,-1,0.5898,0.9933,1.0000,0.206630,0.153295,0.114971,0.210781,0.325752,0.7500,1.3750,0.8401,0.7774,0.5376,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8829,D,0.6681,1.0807,1.5626,0.147249,0.5000,0.0067,3.85,0.000000,1.0000,0.8506,0.0,-1.0,-0.153295,0.024440,0.171321,1
1000BONKUSDT,1440,1,0.6207,0.9933,1.0000,0.015584,0.190411,0.142808,0.261815,0.404623,0.7500,1.3750,0.8401,0.9007,0.5232,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8865,D,0.7002,0.9327,1.6058,0.180874,0.5000,0.0067,3.26,0.000000,1.0000,0.8651,0.0,-1.0,-0.190411,0.005518,0.215734,1
1000PEPEUSDT,1440,1,0.5893,0.9933,1.0000,0.008830,0.194463,0.145847,0.267386,0.413233,0.7500,1.3750,0.8401,0.8834,0.4436,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8661,D,0.6804,0.9510,1.8936,0.196589,0.4436,0.0067,3.03,0.000000,1.0000,0.8562,0.0,-1.0,-0.194463,0.004508,0.200381,1
LUNA2USDT,1440,1,0.5875,0.9933,1.0000,0.247900,0.149503,0.112127,0.205567,0.317694,0.7500,1.3750,0.8401,0.8813,0.4401,0.5000,1.0000,0.8173,0.9933,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8652,D,0.6791,0.9532,1.9091,0.197035,0.4401,0.0067,3.93,0.000000,1.0000,0.8556,0.0,-1.0,-0.149503,0.002824,0.161355,1
ZECUSDT,1440,1,0.5656,0.9933,1.0000,41.259998,0.034447,0.099010,0.181518,0.280528,2.8743,5.2695,0.4965,0.9285,0.5472,0.5000,1.0000,0.7636,0.9933,0.8000,0.0739,0.7000,0.3345,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9632,C,0.5873,0.5347,0.9074,0.180360,0.4965,0.0067,16.42,0.000000,1.0000,0.8143,0.0,-1.0,-0.034447,0.037324,0.122152,1
