symbol,tf_minutes,side,final_score,ml_score,heur_score,entry_price,sl_pct,tp1_pct,tp2_pct,tp3_pct,risk_reward,risk_reward_tp2,predictors_score,raw_signals_score,indicators_score,market_score,coverage_score,consensus_score,price10_score,bounce_prob,bounce_score,breakout_prob,breakout_score,trend_strength,momentum_strength,volatility_regime,volume_spike_score,level_aware,market_quality_score,quality_multiplier,quality_grade,original_score,pred_vs_raw,pred_vs_ind,component_std,component_min,ml_heur_gap,score_per_risk,atr_pct,market_factor,score_factor,tp1_hit,tp2_hit,tp3_hit,label_win,label_tp_level,label_pnl_pct,label_max_favorable,label_max_adverse,label_bars
OMUSDT,15,-1,0.6217,1.0000,1.0000,0.055170,0.014600,0.006800,0.014100,0.022000,0.4658,0.9658,0.6852,0.8430,0.8735,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9006,C,0.6217,0.8128,0.7845,0.096721,0.6500,0.0000,42.58,0.008152,1.0000,0.8298,0,0,0,0.0,-1.0,-0.014600,0.002719,0.050390,2
ETCUSDT,15,-1,0.6162,1.0000,1.0000,8.626000,0.006900,0.006800,0.014100,0.022000,0.9855,2.0435,0.6852,0.8375,0.8480,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9345,C,0.6162,0.8181,0.8080,0.088551,0.6500,0.0000,89.30,0.002829,1.0000,0.8273,0,0,0,0.0,-1.0,-0.006900,0.002087,0.009506,2
ASTERUSDT,15,-1,0.5735,1.0000,1.0000,0.714200,0.014600,0.011201,0.014100,0.022000,0.7672,0.9658,0.6852,0.7646,0.6946,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9313,C,0.5735,0.8962,0.9864,0.041559,0.6500,0.0000,39.28,0.006435,1.0000,0.8081,0,0,0,0.0,-1.0,-0.014600,0.009101,0.015542,15
CRVUSDT,15,-1,0.6198,1.0000,1.0000,0.252000,0.014600,0.007937,0.014100,0.022000,0.5436,0.9658,0.6852,0.8509,0.8502,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9072,C,0.6198,0.8053,0.8059,0.092312,0.6500,0.0000,42.45,0.007499,1.0000,0.8289,1,0,0,1.0,1.0,0.005856,0.007937,0.011905,13
ATOMUSDT,15,-1,0.6153,1.0000,1.0000,2.115000,0.011376,0.006800,0.014100,0.022000,0.5978,1.2395,0.6852,0.8371,0.8434,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9116,C,0.6153,0.8186,0.8124,0.087243,0.6500,0.0000,54.09,0.003247,1.0000,0.8269,0,0,0,0.0,-1.0,-0.011376,0.001891,0.015130,15
TIAUSDT,15,-1,0.6290,1.0000,1.0000,0.341100,0.006900,0.006800,0.014100,0.022000,0.9855,2.0435,0.6852,0.8400,0.9228,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9255,C,0.6290,0.8157,0.7425,0.111541,0.6500,0.0000,91.16,0.005077,1.0000,0.8330,0,0,0,0.0,-1.0,-0.006900,0.003811,0.011140,6
XPLUSDT,15,-1,0.5594,1.0000,1.0000,0.099400,0.014600,0.007378,0.014100,0.022000,0.5053,0.9658,0.6852,0.6485,0.7823,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9000,C,0.5594,1.0565,0.8759,0.054415,0.6485,0.0000,38.32,0.008384,1.0000,0.8017,1,1,1,1.0,3.0,0.010184,0.032193,0.003018,10
DOGEUSDT,15,-1,0.6254,1.0000,1.0000,0.096600,0.006900,0.006800,0.014100,0.022000,0.9855,2.0435,0.6852,0.8394,0.9016,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9284,C,0.6254,0.8163,0.7599,0.104556,0.6500,0.0000,90.63,0.002441,1.0000,0.8314,0,0,0,0.0,-1.0,-0.006900,0.001863,0.008489,4
UNIUSDT,15,-1,0.5989,1.0000,1.0000,3.402000,0.006900,0.006800,0.014100,0.022000,0.9855,2.0435,0.6852,0.8421,0.7348,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9366,C,0.5989,0.8137,0.9325,0.072418,0.6500,0.0000,86.80,0.003789,1.0000,0.8195,0,0,0,0.0,-1.0,-0.006900,0.001764,0.024985,2
USELESSUSDT,15,-1,0.6122,1.0000,1.0000,0.033670,0.014600,0.012375,0.014100,0.022000,0.8476,0.9658,0.6852,0.8385,0.8218,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9282,C,0.6122,0.8171,0.8337,0.082449,0.6500,0.0000,41.93,0.009466,1.0000,0.8255,0,0,0,0.0,-1.0,-0.014600,0.004752,0.037125,1
PUMPUSDT,15,-1,0.5596,1.0000,1.0000,0.002117,0.012754,0.009447,0.014100,0.022000,0.7408,1.1056,0.6852,0.5569,0.9209,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8611,D,0.5596,1.2303,0.7440,0.134121,0.5569,0.0000,43.88,0.005773,1.0000,0.8018,0,0,0,0.0,-1.0,-0.012754,0.005196,0.019839,14
ALGOUSDT,15,-1,0.6335,1.0000,1.0000,0.096000,0.006900,0.006800,0.014100,0.022000,0.9855,2.0435,0.6852,0.8394,0.9516,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9213,C,0.6335,0.8163,0.7201,0.121282,0.6500,0.0000,91.81,0.004130,1.0000,0.8351,0,0,0,0.0,-1.0,-0.006900,0.000000,0.007292,1
DOGEUSDT,15,-1,0.6104,1.0000,1.0000,0.096500,0.006900,0.006800,0.014100,0.022000,0.9855,2.0435,0.6852,0.8388,0.8104,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9372,C,0.6104,0.8169,0.8455,0.080110,0.6500,0.0000,88.46,0.002447,1.0000,0.8247,0,0,0,0.0,-1.0,-0.006900,0.000311,0.009534,3
SONICUSDT,15,-1,0.5694,1.0000,1.0000,0.049920,0.014600,0.006800,0.014100,0.022000,0.4658,0.9658,0.6852,0.7548,0.6845,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9136,C,0.5694,0.9078,1.0010,0.038059,0.6500,0.0000,39.00,0.007013,1.0000,0.8062,0,0,0,0.0,-1.0,-0.014600,0.000000,0.014824,5
MERLUSDT,15,-1,0.5945,1.0000,1.0000,0.054410,0.014600,0.006800,0.014100,0.022000,0.4658,0.9658,0.6852,0.7466,0.8507,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9006,C,0.5945,0.9178,0.8054,0.076190,0.6500,0.0000,40.72,0.006857,1.0000,0.8175,0,0,0,0.0,-1.0,-0.014600,0.000000,0.015990,1
TAKEUSDT,15,-1,0.5922,1.0000,1.0000,0.051630,0.014600,0.035122,0.061740,0.097020,2.4056,4.2288,0.6852,0.8411,0.6950,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0498,C,0.5922,0.8146,0.9859,0.073129,0.6500,0.0000,40.56,0.044100,1.0000,0.8165,0,0,0,0.0,-1.0,-0.014600,0.002712,0.038543,1
SENTUSDT,15,-1,0.5545,1.0000,1.0000,0.023030,0.014600,0.006800,0.014100,0.022000,0.4658,0.9658,0.6852,0.6691,0.7212,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9140,C,0.5545,1.0241,0.9500,0.026164,0.6500,0.0000,37.98,0.006306,1.0000,0.7995,1,1,1,1.0,3.0,0.009780,0.024750,0.000000,6
OMUSDT,15,-1,0.6261,1.0000,1.0000,0.055410,0.010429,0.009249,0.014100,0.022000,0.8869,1.3520,0.6852,0.8329,0.9157,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9204,C,0.6261,0.8226,0.7483,0.108146,0.6500,0.0000,60.03,0.008143,1.0000,0.8317,0,0,0,0.0,-1.0,-0.010429,0.001083,0.045840,1
KITEUSDT,15,-1,0.5723,1.0000,1.0000,0.207200,0.014600,0.011099,0.020718,0.032557,0.7602,1.4190,0.6852,0.8552,0.5512,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8849,D,0.5723,0.8012,1.2430,0.109631,0.5512,0.0000,39.20,0.014798,1.0000,0.8075,0,0,0,0.0,-1.0,-0.014600,0.000145,0.037210,1
1000SHIBUSDT,15,-1,0.6237,1.0000,1.0000,0.006348,0.008370,0.006800,0.014100,0.022000,0.8124,1.6845,0.6852,0.8423,0.8871,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9198,C,0.6237,0.8135,0.7723,0.100598,0.6500,0.0000,74.51,0.003222,1.0000,0.8307,0,0,0,0.0,-1.0,-0.008370,0.001103,0.009137,3
TIAUSDT,15,-1,0.5965,1.0000,1.0000,0.340400,0.008752,0.006800,0.014100,0.022000,0.7770,1.6111,0.6852,0.7436,0.8675,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9160,C,0.5965,0.9214,0.7899,0.082645,0.6500,0.0000,68.16,0.005017,1.0000,0.8184,0,0,0,0.0,-1.0,-0.008752,0.000294,0.008813,4
TONUSDT,15,-1,0.5613,1.0000,1.0000,1.454900,0.006900,0.006800,0.014100,0.022000,0.9855,2.0435,0.6852,0.5795,0.8973,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8871,D,0.5613,1.1823,0.7636,0.118446,0.5795,0.0000,81.35,0.002860,1.0000,0.8026,0,0,0,0.0,-1.0,-0.006900,0.003918,0.008454,5
ATOMUSDT,15,-1,0.5905,1.0000,1.0000,2.114000,0.011845,0.006800,0.014100,0.022000,0.5741,1.1903,0.6852,0.7404,0.8353,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9093,C,0.5905,0.9254,0.8202,0.069990,0.6500,0.0000,49.85,0.003219,1.0000,0.8157,0,0,0,0.0,-1.0,-0.011845,0.000473,0.015610,14
AZTECUSDT,15,-1,0.5695,1.0000,1.0000,0.022620,0.014600,0.018468,0.034473,0.054172,1.2649,2.3612,0.6852,0.7875,0.6360,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9633,C,0.5695,0.8701,1.0773,0.059238,0.6360,0.0000,39.01,0.024624,1.0000,0.8063,0,0,0,0.0,-1.0,-0.014600,0.001326,0.015031,1
PIPPINUSDT,15,-1,0.6012,1.0000,1.0000,0.586410,0.014600,0.014369,0.026823,0.042150,0.9842,1.8372,0.6852,0.8112,0.7954,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9398,C,0.6012,0.8446,0.8615,0.069205,0.6500,0.0000,41.18,0.019159,1.0000,0.8206,0,0,0,0.0,-1.0,-0.014600,0.002797,0.018980,1
0GUSDT,15,-1,0.5605,1.0000,1.0000,0.615300,0.014600,0.012514,0.014100,0.022000,0.8571,0.9658,0.6852,0.6380,0.8048,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9139,C,0.5605,1.0740,0.8513,0.066028,0.6380,0.0000,38.39,0.008494,1.0000,0.8022,0,0,0,0.0,-1.0,-0.014600,0.001788,0.015115,5
SONICUSDT,15,-1,0.6287,1.0000,1.0000,0.050260,0.012696,0.006924,0.014100,0.022000,0.5454,1.1106,0.6852,0.8405,0.9207,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8994,D,0.6287,0.8152,0.7442,0.110911,0.6500,0.0000,49.52,0.007335,1.0000,0.8329,1,0,0,1.0,1.0,0.005147,0.007561,0.007959,7
TAKEUSDT,15,-1,0.5807,1.0000,1.0000,0.053220,0.014600,0.062289,0.262289,0.462289,4.2663,17.9649,0.6852,0.8386,0.6281,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0618,C,0.5807,0.8170,1.0908,0.082305,0.6281,0.0000,39.78,0.042585,1.0000,0.8113,0,0,0,0.0,-1.0,-0.014600,0.001691,0.035889,1
SIRENUSDT,15,-1,0.5951,1.0000,1.0000,0.133470,0.014600,0.055293,0.255293,0.455293,3.7872,17.4859,0.6852,0.8456,0.7060,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0743,C,0.5951,0.8103,0.9704,0.074288,0.6500,0.0000,40.76,0.025354,1.0000,0.8178,1,0,0,1.0,1.0,0.039005,0.077995,0.007867,18
IRUSDT,15,-1,0.6211,1.0000,1.0000,0.064140,0.014600,0.006800,0.014100,0.022000,0.4658,0.9658,0.6852,0.8479,0.8623,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9016,C,0.6211,0.8081,0.7946,0.094720,0.6500,0.0000,42.54,0.008391,1.0000,0.8295,0,0,0,0.0,-1.0,-0.014600,0.001559,0.030246,4
TONUSDT,15,-1,0.5512,1.0000,1.0000,1.457300,0.006900,0.006800,0.014100,0.022000,0.9855,2.0435,0.6852,0.8430,0.8165,0.6500,1.0000,0.9200,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9059,C,0.5512,0.8128,0.8391,0.082569,0.6500,0.0000,79.88,0.003107,1.0000,0.7980,0,0,0,0.0,-1.0,-0.006900,0.001784,0.008509,5
HUSDT,15,-1,0.5528,1.0000,1.0000,0.210540,0.014600,0.017100,0.031920,0.050160,1.1712,2.1863,0.6852,0.8192,0.4854,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9039,C,0.5528,0.8364,1.4116,0.118912,0.4854,0.0000,37.86,0.022800,1.0000,0.7988,0,0,0,0.0,-1.0,-0.014600,0.000902,0.029591,1
MERLUSDT,15,-1,0.5565,1.0000,1.0000,0.054770,0.014600,0.006800,0.014100,0.022000,0.4658,0.9658,0.6852,0.8483,0.8452,0.6500,1.0000,0.9200,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8722,D,0.5565,0.8077,0.8106,0.090447,0.6500,0.0000,38.12,0.007460,1.0000,0.8004,0,0,0,0.0,-1.0,-0.014600,0.005477,0.018623,9
TRXUSDT,15,-1,0.5577,1.0000,1.0000,0.282340,0.006900,0.006800,0.014100,0.022000,0.9855,2.0435,0.6852,0.8437,0.8600,0.6500,1.0000,0.9200,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9021,C,0.5577,0.8121,0.7967,0.093150,0.6500,0.0000,80.83,0.000959,1.0000,0.8010,0,0,0,0.0,0.0,0.003683,0.004888,0.005171,100
JELLYJELLYUSDT,15,-1,0.5654,1.0000,1.0000,0.055870,0.008821,0.008770,0.014100,0.022000,0.9942,1.5984,0.6852,0.8444,0.9113,0.6500,1.0000,0.9200,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8963,D,0.5654,0.8114,0.7518,0.108494,0.6500,0.0000,64.09,0.003749,1.0000,0.8044,0,0,0,0.0,-1.0,-0.008821,0.008591,0.009307,13
TRXUSDT,15,-1,0.6134,1.0000,1.0000,0.282310,0.006900,0.006800,0.014100,0.022000,0.9855,2.0435,0.6852,0.8442,0.8209,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9362,C,0.6134,0.8116,0.8347,0.083810,0.6500,0.0000,88.90,0.000939,1.0000,0.8260,0,0,0,0.0,0.0,0.003861,0.004782,0.005278,100
MERLUSDT,15,-1,0.6158,1.0000,1.0000,0.054670,0.014600,0.006800,0.014100,0.022000,0.4658,0.9658,0.6852,0.8369,0.8464,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9034,C,0.6158,0.8187,0.8095,0.087979,0.6500,0.0000,42.18,0.007305,1.0000,0.8271,0,0,0,0.0,-1.0,-0.014600,0.003658,0.020487,8
ZILUSDT,15,-1,0.5588,1.0000,1.0000,0.004500,0.008227,0.006800,0.014100,0.022000,0.8265,1.7138,0.6852,0.8401,0.8730,0.6500,1.0000,0.9200,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8913,D,0.5588,0.8156,0.7849,0.095987,0.6500,0.0000,67.92,0.005202,1.0000,0.8015,0,0,0,0.0,-1.0,-0.008227,0.000000,0.011111,2
SIRENUSDT,15,-1,0.5510,1.0000,1.0000,0.130700,0.014600,0.035272,0.036344,0.057112,2.4159,2.4893,0.6852,0.6256,0.7650,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0433,C,0.5510,1.0952,0.8957,0.052664,0.6256,0.0000,37.74,0.025960,1.0000,0.7980,1,0,0,1.0,1.0,0.024990,0.058455,0.013389,9
VVVUSDT,15,-1,0.5592,1.0000,1.0000,2.668000,0.014600,0.024738,0.040309,0.063343,1.6944,2.7609,0.6852,0.6350,0.8013,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9980,C,0.5592,1.0790,0.8551,0.065174,0.6350,0.0000,38.30,0.028792,1.0000,0.8017,0,0,0,0.0,-1.0,-0.014600,0.021739,0.033733,2
XMRUSDT,15,-1,0.5612,1.0000,1.0000,354.410004,0.010428,0.006800,0.014100,0.022000,0.6521,1.3521,0.6852,0.8455,0.8812,0.6500,1.0000,0.9200,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8897,D,0.5612,0.8104,0.7775,0.099474,0.6500,0.0000,53.81,0.006874,1.0000,0.8025,0,0,0,0.0,-1.0,-0.010428,0.005192,0.011738,17
TRIAUSDT,15,-1,0.6056,1.0000,1.0000,0.019900,0.014600,0.052136,0.252136,0.452136,3.5709,17.2696,0.6852,0.8462,0.7696,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0782,C,0.6056,0.8097,0.8903,0.076223,0.6500,0.0000,41.48,0.020091,1.0000,0.8225,0,0,0,0.0,-1.0,-0.014600,0.011558,0.016080,3
TONUSDT,15,-1,0.5860,1.0000,1.0000,1.457100,0.006900,0.006800,0.014100,0.022000,0.9855,2.0435,0.6852,0.7415,0.8060,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9390,C,0.5860,0.9240,0.8501,0.059087,0.6500,0.0000,84.92,0.003042,1.0000,0.8137,0,0,0,0.0,-1.0,-0.006900,0.000549,0.006932,3
IRUSDT,15,-1,0.5694,1.0000,1.0000,0.064610,0.013247,0.008296,0.014100,0.022000,0.6262,1.0644,0.6852,0.6125,0.8973,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8749,D,0.5694,1.1187,0.7636,0.110468,0.6125,0.0000,42.98,0.008387,1.0000,0.8062,0,0,0,0.0,-1.0,-0.013247,0.005881,0.022752,3
ZAMAUSDT,15,-1,0.5823,1.0000,1.0000,0.020730,0.014600,0.022190,0.038031,0.059763,1.5199,2.6049,0.6852,0.8378,0.6388,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9858,C,0.5823,0.8178,1.0727,0.079721,0.6388,0.0000,39.88,0.027165,1.0000,0.8120,1,1,1,1.0,3.0,0.029115,0.080560,0.008201,7
PIPPINUSDT,15,-1,0.6202,1.0000,1.0000,0.596180,0.014600,0.019541,0.026641,0.041864,1.3384,1.8247,0.6852,0.8420,0.8659,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9740,C,0.6202,0.8138,0.7913,0.094391,0.6500,0.0000,42.48,0.019029,1.0000,0.8291,0,0,0,0.0,-1.0,-0.014600,0.002952,0.082727,1
HUSDT,15,-1,0.5956,1.0000,1.0000,0.211750,0.014600,0.017355,0.032396,0.050908,1.1887,2.2189,0.6852,0.8502,0.7021,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9557,C,0.5956,0.8059,0.9759,0.076453,0.6500,0.0000,40.79,0.023140,1.0000,0.8180,1,0,0,1.0,1.0,0.012449,0.022810,0.002975,2
