symbol,tf_minutes,side,final_score,ml_score,heur_score,entry_price,sl_pct,tp1_pct,tp2_pct,tp3_pct,risk_reward,risk_reward_tp2,predictors_score,raw_signals_score,indicators_score,market_score,coverage_score,consensus_score,price10_score,bounce_prob,bounce_score,breakout_prob,breakout_score,trend_strength,momentum_strength,volatility_regime,volume_spike_score,level_aware,market_quality_score,quality_multiplier,quality_grade,original_score,pred_vs_raw,pred_vs_ind,component_std,component_min,ml_heur_gap,score_per_risk,atr_pct,market_factor,score_factor,impulse_phase,momentum_acceleration,rsi_slope,volume_impulse_confirm,nearest_support_dist_atr,nearest_resistance_dist_atr,sr_position,ema_stack,price_vs_emas,bb_position,bb_width,elapsed,remaining,label_enter,label_cancel,weight
DOTUSDT,240,-1,0.6412,0.3844,0.5059,1.283000,0.042800,0.023259,0.043417,0.068227,0.5434,1.0144,0.4572,0.8968,0.6671,0.6500,1.0000,0.8844,0.3844,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9152,C,0.6412,0.5098,0.6853,0.155807,0.4572,0.1215,14.98,0.031012,1.0000,0.8385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,2.8018
DOTUSDT,240,-1,0.6412,0.3844,0.5059,1.283000,0.042800,0.023259,0.043417,0.068227,0.5434,1.0144,0.4572,0.8968,0.6671,0.6500,1.0000,0.8844,0.3844,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9152,C,0.6412,0.5098,0.6853,0.155807,0.4572,0.1215,14.98,0.031012,1.0000,0.8385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,0,2.8018
AVAXUSDT,240,-1,0.6218,0.3543,0.4804,8.779000,0.042800,0.141816,0.341816,0.541816,3.3135,7.9864,0.4460,0.8887,0.6324,0.6500,1.0000,0.8543,0.3543,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0814,C,0.6218,0.5019,0.7053,0.157186,0.4460,0.1261,14.53,0.028297,1.0000,0.8298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,2.8489
AVAXUSDT,240,-1,0.6218,0.3543,0.4804,8.779000,0.042800,0.141816,0.341816,0.541816,3.3135,7.9864,0.4460,0.8887,0.6324,0.6500,1.0000,0.8543,0.3543,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0814,C,0.6218,0.5019,0.7053,0.157186,0.4460,0.1261,14.53,0.028297,1.0000,0.8298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,2.8489
AVAXUSDT,240,-1,0.6218,0.3543,0.4804,8.779000,0.042800,0.141816,0.341816,0.541816,3.3135,7.9864,0.4460,0.8887,0.6324,0.6500,1.0000,0.8543,0.3543,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0814,C,0.6218,0.5019,0.7053,0.157186,0.4460,0.1261,14.53,0.028297,1.0000,0.8298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0,1,0,2.8489
AAVEUSDT,240,-1,0.6598,0.3844,0.5244,109.510002,0.042800,0.161264,0.361264,0.561264,3.7678,8.4407,0.4572,0.9042,0.7519,0.6500,1.0000,0.8844,0.3844,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0975,C,0.6598,0.5056,0.6081,0.162428,0.4572,0.1400,15.42,0.031978,1.0000,0.8469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,2.4530
AAVEUSDT,240,-1,0.6598,0.3844,0.5244,109.510002,0.042800,0.161264,0.361264,0.561264,3.7678,8.4407,0.4572,0.9042,0.7519,0.6500,1.0000,0.8844,0.3844,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0975,C,0.6598,0.5056,0.6081,0.162428,0.4572,0.1400,15.42,0.031978,1.0000,0.8469,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,0,2.4530
SUIUSDT,60,-1,0.6193,0.2619,0.4154,0.933300,0.021400,0.011118,0.020753,0.032612,0.5195,0.9698,0.4118,0.8732,0.8153,0.6500,1.0000,0.7619,0.2619,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8851,D,0.6193,0.4716,0.5051,0.179028,0.4118,0.1536,28.94,0.014824,1.0000,0.8287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,1.5963
ENSUSDT,60,-1,0.6154,0.2419,0.3954,5.693000,0.021400,0.010600,0.019800,0.029500,0.4953,0.9252,0.4044,0.8642,0.8471,0.6500,1.0000,0.7419,0.2419,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8767,D,0.6154,0.4680,0.4774,0.185857,0.4044,0.1535,28.76,0.012721,1.0000,0.8269,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,1.3867
INJUSDT,240,-1,0.6285,0.3715,0.4951,3.054000,0.042800,0.023566,0.043991,0.069128,0.5506,1.0278,0.4524,0.8969,0.6243,0.6500,1.0000,0.8715,0.3715,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9172,C,0.6285,0.5044,0.7246,0.158528,0.4524,0.1235,14.68,0.031422,1.0000,0.8328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,2.6499
INJUSDT,240,-1,0.6285,0.3715,0.4951,3.054000,0.042800,0.023566,0.043991,0.069128,0.5506,1.0278,0.4524,0.8969,0.6243,0.6500,1.0000,0.8715,0.3715,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9172,C,0.6285,0.5044,0.7246,0.158528,0.4524,0.1235,14.68,0.031422,1.0000,0.8328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,2.6499
INJUSDT,240,-1,0.6285,0.3715,0.4951,3.054000,0.042800,0.023566,0.043991,0.069128,0.5506,1.0278,0.4524,0.8969,0.6243,0.6500,1.0000,0.8715,0.3715,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9172,C,0.6285,0.5044,0.7246,0.158528,0.4524,0.1235,14.68,0.031422,1.0000,0.8328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0,1,0,2.6499
INJUSDT,60,-1,0.6230,0.2875,0.4203,3.054000,0.021400,0.010600,0.019800,0.029500,0.4953,0.9252,0.4213,0.8723,0.7868,0.6500,1.0000,0.7875,0.2875,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8917,D,0.6230,0.4830,0.5355,0.170435,0.4213,0.1328,29.11,0.012365,1.0000,0.8304,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,1.3297
INJUSDT,60,-1,0.6230,0.2875,0.4203,3.054000,0.021400,0.010600,0.019800,0.029500,0.4953,0.9252,0.4213,0.8723,0.7868,0.6500,1.0000,0.7875,0.2875,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8917,D,0.6230,0.4830,0.5355,0.170435,0.4213,0.1328,29.11,0.012365,1.0000,0.8304,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,0,1.3297
LTCUSDT,60,-1,0.6202,0.2405,0.3940,53.340000,0.010700,0.012092,0.019800,0.029500,1.1301,1.8505,0.4039,0.8653,0.8742,0.6500,1.0000,0.7405,0.2405,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9307,C,0.6202,0.4668,0.4620,0.192236,0.4039,0.1535,57.96,0.010473,1.0000,0.8291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,1.1408
LTCUSDT,60,-1,0.6202,0.2405,0.3940,53.340000,0.010700,0.012092,0.019800,0.029500,1.1301,1.8505,0.4039,0.8653,0.8742,0.6500,1.0000,0.7405,0.2405,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9307,C,0.6202,0.4668,0.4620,0.192236,0.4039,0.1535,57.96,0.010473,1.0000,0.8291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,0,1.1408
SUIUSDT,240,-1,0.6016,0.2736,0.4070,0.933300,0.042800,0.025533,0.047662,0.074898,0.5966,1.1136,0.4162,0.9097,0.6427,0.6500,1.0000,0.7736,0.2736,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8839,D,0.6016,0.4575,0.6475,0.174695,0.4162,0.1334,14.06,0.034045,1.0000,0.8207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,3.5087
SUIUSDT,240,-1,0.6016,0.2736,0.4070,0.933300,0.042800,0.025533,0.047662,0.074898,0.5966,1.1136,0.4162,0.9097,0.6427,0.6500,1.0000,0.7736,0.2736,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8839,D,0.6016,0.4575,0.6475,0.174695,0.4162,0.1334,14.06,0.034045,1.0000,0.8207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,0,3.5087
JTOUSDT,60,-1,0.6134,0.2382,0.3916,0.242000,0.021400,0.011677,0.021797,0.034253,0.5457,1.0186,0.4030,0.8662,0.8404,0.6500,1.0000,0.7382,0.2382,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8789,D,0.6134,0.4653,0.4796,0.185499,0.4030,0.1534,28.66,0.015569,1.0000,0.8260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,1.6582
FILUSDT,60,-1,0.6659,0.3764,0.4992,0.909000,0.021400,0.010600,0.019800,0.029500,0.4953,0.9252,0.4542,0.8901,0.8191,0.6500,1.0000,0.8764,0.3764,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9163,C,0.6659,0.5103,0.5545,0.168216,0.4542,0.1228,31.12,0.012470,1.0000,0.8497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,1.3454
APTUSDT,60,-1,0.6049,0.3398,0.4867,0.986800,0.021400,0.012066,0.022523,0.035394,0.5638,1.0525,0.4407,0.9040,0.8985,0.6500,1.0000,0.8398,0.3398,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8728,D,0.6049,0.4874,0.4904,0.192769,0.4407,0.1470,28.27,0.016088,1.0000,0.8222,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,1,1.0000
LTCUSDT,60,-1,0.6157,0.2335,0.3867,53.369999,0.010700,0.012648,0.019800,0.029500,1.1820,1.8505,0.4013,0.8617,0.8692,0.6500,1.0000,0.7335,0.2335,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9352,C,0.6157,0.4657,0.4617,0.191325,0.4013,0.1532,57.54,0.010456,1.0000,0.8271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,1.1984
LTCUSDT,60,-1,0.6157,0.2335,0.3867,53.369999,0.010700,0.012648,0.019800,0.029500,1.1820,1.8505,0.4013,0.8617,0.8692,0.6500,1.0000,0.7335,0.2335,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9352,C,0.6157,0.4657,0.4617,0.191325,0.4013,0.1532,57.54,0.010456,1.0000,0.8271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,1.1984
LTCUSDT,60,-1,0.6157,0.2335,0.3867,53.369999,0.010700,0.012648,0.019800,0.029500,1.1820,1.8505,0.4013,0.8617,0.8692,0.6500,1.0000,0.7335,0.2335,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9352,C,0.6157,0.4657,0.4617,0.191325,0.4013,0.1532,57.54,0.010456,1.0000,0.8271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0,1,0,1.1984
SUIUSDT,60,-1,0.6384,0.3232,0.4531,0.931000,0.021400,0.011086,0.020693,0.032518,0.5180,0.9670,0.4345,0.8777,0.7925,0.6500,1.0000,0.8232,0.3232,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9031,C,0.6384,0.4951,0.5483,0.167772,0.4345,0.1299,29.83,0.014781,1.0000,0.8373,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,1.5788
FILUSDT,60,-1,0.6784,0.4016,0.5202,0.908000,0.021400,0.010600,0.019800,0.029500,0.4953,0.9252,0.4635,0.8958,0.8289,0.6500,1.0000,0.9016,0.4016,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9230,C,0.6784,0.5175,0.5592,0.168085,0.4635,0.1186,31.70,0.012457,1.0000,0.8553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,1.5111
FILUSDT,60,-1,0.6784,0.4016,0.5202,0.908000,0.021400,0.010600,0.019800,0.029500,0.4953,0.9252,0.4635,0.8958,0.8289,0.6500,1.0000,0.9016,0.4016,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9230,C,0.6784,0.5175,0.5592,0.168085,0.4635,0.1186,31.70,0.012457,1.0000,0.8553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,1.5111
FILUSDT,60,-1,0.6784,0.4016,0.5202,0.908000,0.021400,0.010600,0.019800,0.029500,0.4953,0.9252,0.4635,0.8958,0.8289,0.6500,1.0000,0.9016,0.4016,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9230,C,0.6784,0.5175,0.5592,0.168085,0.4635,0.1186,31.70,0.012457,1.0000,0.8553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0,1,0,1.5111
CRVUSDT,60,-1,0.6843,0.3806,0.5213,0.235000,0.021400,0.014429,0.026934,0.042324,0.6742,1.2586,0.4558,0.9135,0.8709,0.6500,1.0000,0.8806,0.3806,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9260,C,0.6843,0.4989,0.5233,0.183646,0.4558,0.1406,31.98,0.019238,1.0000,0.8579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,2.0248
CRVUSDT,60,-1,0.6843,0.3806,0.5213,0.235000,0.021400,0.014429,0.026934,0.042324,0.6742,1.2586,0.4558,0.9135,0.8709,0.6500,1.0000,0.8806,0.3806,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9260,C,0.6843,0.4989,0.5233,0.183646,0.4558,0.1406,31.98,0.019238,1.0000,0.8579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,2.0248
CRVUSDT,60,-1,0.6843,0.3806,0.5213,0.235000,0.021400,0.014429,0.026934,0.042324,0.6742,1.2586,0.4558,0.9135,0.8709,0.6500,1.0000,0.8806,0.3806,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9260,C,0.6843,0.4989,0.5233,0.183646,0.4558,0.1406,31.98,0.019238,1.0000,0.8579,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0,1,0,2.0248
APTUSDT,60,-1,0.6217,0.2048,0.3554,0.985800,0.021400,0.012150,0.022681,0.035641,0.5678,1.0598,0.3907,0.9040,0.8978,0.6500,1.0000,0.7048,0.2048,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8666,D,0.6217,0.4321,0.4351,0.211236,0.3907,0.1506,29.05,0.016200,1.0000,0.8298,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,1,1.0000
BCHUSDT,60,-1,0.6006,0.3485,0.4942,518.210022,0.021400,0.010600,0.019800,0.029500,0.4953,0.9252,0.4439,0.8922,0.8747,0.6500,1.0000,0.8485,0.3485,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8829,D,0.6006,0.4975,0.5074,0.183472,0.4439,0.1457,28.06,0.012642,1.0000,0.8203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,1,1.0000
CRVUSDT,60,-1,0.6110,0.4659,0.5724,0.232000,0.021400,0.015188,0.028350,0.044550,0.7097,1.3248,0.4874,0.9186,0.6845,0.6500,1.0000,0.9659,0.4659,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9128,C,0.6110,0.5306,0.7120,0.153981,0.4874,0.1065,28.55,0.020250,1.0000,0.8250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,2.0248
CRVUSDT,60,-1,0.6110,0.4659,0.5724,0.232000,0.021400,0.015188,0.028350,0.044550,0.7097,1.3248,0.4874,0.9186,0.6845,0.6500,1.0000,0.9659,0.4659,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9128,C,0.6110,0.5306,0.7120,0.153981,0.4874,0.1065,28.55,0.020250,1.0000,0.8250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,0,2.0248
DOGEUSDT,60,-1,0.6286,0.2782,0.4311,0.092580,0.021400,0.010600,0.019800,0.029500,0.4953,0.9252,0.4178,0.8777,0.8265,0.6500,1.0000,0.7782,0.2782,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8880,D,0.6286,0.4760,0.5056,0.179933,0.4178,0.1530,29.37,0.012695,1.0000,0.8329,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,1.3620
ENSUSDT,240,-1,0.6101,0.3484,0.4753,5.626000,0.042800,0.147174,0.347174,0.547174,3.4386,8.1115,0.4439,0.8780,0.5978,0.6500,1.0000,0.8484,0.3484,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0764,C,0.6101,0.5056,0.7425,0.155693,0.4439,0.1269,14.25,0.033132,1.0000,0.8245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,3.0022
TIAUSDT,60,-1,0.6047,0.3185,0.4681,0.315400,0.021400,0.010600,0.019800,0.030615,0.4953,0.9252,0.4328,0.7112,0.8734,0.6500,1.0000,0.8185,0.3185,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8915,D,0.6047,0.6085,0.4955,0.157881,0.4328,0.1496,28.26,0.013916,1.0000,0.8221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,1.4572
INJUSDT,60,-1,0.6554,0.3931,0.5316,3.020000,0.021400,0.010600,0.019800,0.029500,0.4953,0.9252,0.4604,0.8815,0.7474,0.6500,1.0000,0.8931,0.3931,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9211,C,0.6554,0.5223,0.6160,0.153441,0.4604,0.1385,30.62,0.013319,1.0000,0.8449,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,1,1.0000
CAKEUSDT,60,-1,0.6235,0.4361,0.5664,1.317000,0.021400,0.010600,0.019800,0.029500,0.4953,0.9252,0.4763,0.7268,0.7433,0.6500,1.0000,0.9361,0.4361,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9377,C,0.6235,0.6554,0.6408,0.105788,0.4763,0.1303,29.13,0.011737,1.0000,0.8306,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,1.2245
INJUSDT,240,-1,0.6204,0.3802,0.5023,3.020000,0.042800,0.023690,0.044222,0.069492,0.5535,1.0332,0.4556,0.9016,0.5602,0.6500,1.0000,0.8802,0.3802,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9092,C,0.6204,0.5053,0.8132,0.165003,0.4556,0.1222,14.50,0.031587,1.0000,0.8292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,2.6499
INJUSDT,240,-1,0.6204,0.3802,0.5023,3.020000,0.042800,0.023690,0.044222,0.069492,0.5535,1.0332,0.4556,0.9016,0.5602,0.6500,1.0000,0.8802,0.3802,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9092,C,0.6204,0.5053,0.8132,0.165003,0.4556,0.1222,14.50,0.031587,1.0000,0.8292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,0,2.6499
ETCUSDT,240,-1,0.6073,0.2662,0.3998,8.296000,0.042800,0.020302,0.037897,0.059552,0.4743,0.8854,0.4134,0.8988,0.7039,0.6500,1.0000,0.7662,0.2662,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8905,D,0.6073,0.4600,0.5873,0.172975,0.4134,0.1336,14.19,0.027069,1.0000,0.8233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,2.7937
SEIUSDT,60,-1,0.6247,0.2168,0.3689,0.071700,0.021400,0.010600,0.019800,0.029500,0.4953,0.9252,0.3951,0.9098,0.8807,0.6500,1.0000,0.7168,0.2168,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8667,D,0.6247,0.4343,0.4486,0.207235,0.3951,0.1520,29.19,0.012448,1.0000,0.8311,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,1,1.0000
LTCUSDT,240,-1,0.6512,0.3227,0.4718,53.240002,0.042800,0.154771,0.354771,0.554771,3.6161,8.2890,0.4343,0.8695,0.8729,0.6500,1.0000,0.8227,0.3227,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0794,C,0.6512,0.4995,0.4976,0.181338,0.4343,0.1491,15.21,0.025195,1.0000,0.8430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,2.5904
DOTUSDT,240,-1,0.6300,0.3864,0.5076,1.273000,0.042800,0.022693,0.042361,0.066567,0.5302,0.9897,0.4579,0.8993,0.6019,0.6500,1.0000,0.8864,0.3864,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9066,C,0.6300,0.5092,0.7608,0.159172,0.4579,0.1211,14.72,0.030258,1.0000,0.8335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,2.8018
SUIUSDT,240,-1,0.6406,0.4450,0.5556,0.921100,0.042800,0.025606,0.047797,0.075110,0.5983,1.1168,0.4796,0.9129,0.5358,0.6500,1.0000,0.9450,0.4450,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9121,C,0.6406,0.5254,0.8951,0.166627,0.4796,0.1106,14.97,0.034141,1.0000,0.8383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,3.5087
AVAXUSDT,240,-1,0.6191,0.3582,0.4837,8.720000,0.042800,0.136009,0.336009,0.536009,3.1778,7.8507,0.4475,0.8918,0.6070,0.6500,1.0000,0.8582,0.3582,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0788,C,0.6191,0.5018,0.7371,0.159162,0.4475,0.1255,14.47,0.027952,1.0000,0.8286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,2.8489
AVAXUSDT,240,-1,0.6191,0.3582,0.4837,8.720000,0.042800,0.136009,0.336009,0.536009,3.1778,7.8507,0.4475,0.8918,0.6070,0.6500,1.0000,0.8582,0.3582,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0788,C,0.6191,0.5018,0.7371,0.159162,0.4475,0.1255,14.47,0.027952,1.0000,0.8286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,0,2.8489
TRUMPUSDT,60,-1,0.6035,0.2231,0.3756,3.250000,0.021400,0.010600,0.019800,0.029500,0.4953,0.9252,0.3974,0.8693,0.8122,0.6500,1.0000,0.7231,0.2231,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8723,D,0.6035,0.4572,0.4894,0.183037,0.3974,0.1526,28.20,0.012414,1.0000,0.8216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,1.3014
