symbol,tf_minutes,side,final_score,ml_score,heur_score,entry_price,sl_pct,tp1_pct,tp2_pct,tp3_pct,risk_reward,risk_reward_tp2,predictors_score,raw_signals_score,indicators_score,market_score,coverage_score,consensus_score,price10_score,bounce_prob,bounce_score,breakout_prob,breakout_score,trend_strength,momentum_strength,volatility_regime,volume_spike_score,level_aware,market_quality_score,quality_multiplier,quality_grade,original_score,pred_vs_raw,pred_vs_ind,component_std,component_min,ml_heur_gap,score_per_risk,atr_pct,market_factor,score_factor,impulse_phase,momentum_acceleration,rsi_slope,volume_impulse_confirm,nearest_support_dist_atr,nearest_resistance_dist_atr,sr_position,ema_stack,price_vs_emas,bb_position,bb_width,elapsed,remaining,label_enter,label_cancel,weight
ALLOUSDT,240,-1,0.6348,0.2442,0.3978,0.107900,0.042800,0.019200,0.035300,0.054552,0.4486,0.8248,0.4053,0.9038,0.8883,0.6500,1.0000,0.7442,0.2442,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8719,D,0.6348,0.4484,0.4562,0.203598,0.4053,0.1536,14.83,0.024796,1.0000,0.8357,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,1,1.0000
BERAUSDT,240,-1,0.6100,0.2642,0.3978,0.562100,0.042800,0.019200,0.035300,0.051218,0.4486,0.8248,0.4127,0.9207,0.6896,0.6500,1.0000,0.7642,0.2642,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8755,D,0.6100,0.4482,0.5984,0.180166,0.4127,0.1336,14.25,0.023281,1.0000,0.8245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,1,1.0000
ALLOUSDT,240,-1,0.6886,0.4226,0.5556,0.105100,0.042800,0.019615,0.036614,0.057537,0.4583,0.8555,0.4713,0.9140,0.8158,0.6500,1.0000,0.9226,0.4226,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9261,C,0.6886,0.5157,0.5778,0.168317,0.4713,0.1330,16.09,0.026153,1.0000,0.8599,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,1,1.0000
BERAUSDT,240,-1,0.6083,0.2933,0.4258,0.557700,0.042800,0.019200,0.035300,0.052302,0.4486,0.8248,0.4234,0.9232,0.6211,0.6500,1.0000,0.7933,0.2933,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8766,D,0.6083,0.4586,0.6818,0.178010,0.4234,0.1325,14.21,0.023774,1.0000,0.8237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,1,1.0000
ALLOUSDT,240,-1,0.6449,0.4226,0.5556,0.105600,0.042800,0.019200,0.035827,0.056299,0.4486,0.8371,0.4713,0.7509,0.8384,0.6500,1.0000,0.9226,0.4226,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9249,C,0.6449,0.6277,0.5622,0.136514,0.4713,0.1330,15.07,0.025591,1.0000,0.8402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,1,1.0000
BERAUSDT,240,-1,0.6777,0.4450,0.5556,0.557000,0.042800,0.019200,0.035300,0.051576,0.4486,0.8248,0.4796,0.9176,0.7160,0.6500,1.0000,0.9450,0.4450,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9282,C,0.6777,0.5227,0.6699,0.156810,0.4796,0.1106,15.83,0.023444,1.0000,0.8550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,0.8239
BERAUSDT,240,-1,0.6777,0.4450,0.5556,0.557000,0.042800,0.019200,0.035300,0.051576,0.4486,0.8248,0.4796,0.9176,0.7160,0.6500,1.0000,0.9450,0.4450,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9282,C,0.6777,0.5227,0.6699,0.156810,0.4796,0.1106,15.83,0.023444,1.0000,0.8550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,0,0.8239
BERAUSDT,240,-1,0.6853,0.4097,0.5451,0.559900,0.042800,0.019200,0.035300,0.050704,0.4486,0.8248,0.4665,0.9137,0.8228,0.6500,1.0000,0.9097,0.4097,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9219,C,0.6853,0.5106,0.5670,0.171074,0.4665,0.1354,16.01,0.023047,1.0000,0.8584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,2.0649
BERAUSDT,240,-1,0.6853,0.4097,0.5451,0.559900,0.042800,0.019200,0.035300,0.050704,0.4486,0.8248,0.4665,0.9137,0.8228,0.6500,1.0000,0.9097,0.4097,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9219,C,0.6853,0.5106,0.5670,0.171074,0.4665,0.1354,16.01,0.023047,1.0000,0.8584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,2.0649
BERAUSDT,240,-1,0.6853,0.4097,0.5451,0.559900,0.042800,0.019200,0.035300,0.050704,0.4486,0.8248,0.4665,0.9137,0.8228,0.6500,1.0000,0.9097,0.4097,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9219,C,0.6853,0.5106,0.5670,0.171074,0.4665,0.1354,16.01,0.023047,1.0000,0.8584,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0,1,0,2.0649
LTCUSDT,240,-1,0.6160,0.2739,0.4073,76.290001,0.031819,0.019200,0.035300,0.050200,0.6034,1.1094,0.4163,0.9257,0.6950,0.6500,1.0000,0.7739,0.2739,0.3000,0.3000,0.7000,0.7000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8975,D,0.6160,0.4497,0.5989,0.180814,0.4163,0.1334,19.36,0.016844,1.0000,0.8272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,0.6660
LTCUSDT,240,-1,0.6160,0.2739,0.4073,76.290001,0.031819,0.019200,0.035300,0.050200,0.6034,1.1094,0.4163,0.9257,0.6950,0.6500,1.0000,0.7739,0.2739,0.3000,0.3000,0.7000,0.7000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8975,D,0.6160,0.4497,0.5989,0.180814,0.4163,0.1334,19.36,0.016844,1.0000,0.8272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,0.6660
LTCUSDT,240,-1,0.6160,0.2739,0.4073,76.290001,0.031819,0.019200,0.035300,0.050200,0.6034,1.1094,0.4163,0.9257,0.6950,0.6500,1.0000,0.7739,0.2739,0.3000,0.3000,0.7000,0.7000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8975,D,0.6160,0.4497,0.5989,0.180814,0.4163,0.1334,19.36,0.016844,1.0000,0.8272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0,1,0,0.6660
LTCUSDT,240,-1,0.6248,0.3768,0.5181,77.010002,0.027238,0.021361,0.035300,0.050200,0.7842,1.2960,0.4544,0.9119,0.9313,0.6500,1.0000,0.8768,0.3768,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9036,C,0.6248,0.4983,0.4879,0.197346,0.4544,0.1413,22.94,0.016886,1.0000,0.8311,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,0.6660
LTCUSDT,240,-1,0.6248,0.3768,0.5181,77.010002,0.027238,0.021361,0.035300,0.050200,0.7842,1.2960,0.4544,0.9119,0.9313,0.6500,1.0000,0.8768,0.3768,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9036,C,0.6248,0.4983,0.4879,0.197346,0.4544,0.1413,22.94,0.016886,1.0000,0.8311,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,0,0.6660
LTCUSDT,240,-1,0.6198,0.3736,0.5154,77.209999,0.024786,0.024436,0.035300,0.050200,0.9859,1.4242,0.4532,0.9040,0.9210,0.6500,1.0000,0.8736,0.3736,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9157,C,0.6198,0.5013,0.4920,0.193510,0.4532,0.1418,25.01,0.017536,1.0000,0.8289,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,0.6660
TAKEUSDT,240,-1,0.6307,0.2669,0.4204,0.069180,0.042800,0.027346,0.051046,0.080216,0.6389,1.1927,0.4137,0.9199,0.7964,0.6500,1.0000,0.7669,0.2669,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8917,D,0.6307,0.4497,0.5194,0.188423,0.4137,0.1534,14.74,0.036462,1.0000,0.8338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,4.0071
TAKEUSDT,240,-1,0.6307,0.2669,0.4204,0.069180,0.042800,0.027346,0.051046,0.080216,0.6389,1.1927,0.4137,0.9199,0.7964,0.6500,1.0000,0.7669,0.2669,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8917,D,0.6307,0.4497,0.5194,0.188423,0.4137,0.1534,14.74,0.036462,1.0000,0.8338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,4.0071
TAKEUSDT,240,-1,0.6307,0.2669,0.4204,0.069180,0.042800,0.027346,0.051046,0.080216,0.6389,1.1927,0.4137,0.9199,0.7964,0.6500,1.0000,0.7669,0.2669,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8917,D,0.6307,0.4497,0.5194,0.188423,0.4137,0.1534,14.74,0.036462,1.0000,0.8338,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0,1,0,4.0071
LTCUSDT,240,-1,0.6192,0.2392,0.3926,75.610001,0.042800,0.034519,0.035300,0.053915,0.8065,0.8248,0.4034,0.8762,0.8554,0.6500,1.0000,0.7392,0.2392,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9040,C,0.6192,0.4604,0.4716,0.190794,0.4034,0.1534,14.47,0.024507,1.0000,0.8287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,1,1.0000
LTCUSDT,240,-1,0.6202,0.3118,0.4621,72.290001,0.042800,0.033561,0.054919,0.085429,0.7841,1.2831,0.4303,0.8992,0.6855,0.6500,1.0000,0.8118,0.3118,0.3000,0.3000,0.7000,0.7000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9208,C,0.6202,0.4785,0.6277,0.166281,0.4303,0.1503,14.49,0.030510,1.0000,0.8291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,1,1.0000
LITUSDT,240,-1,0.6005,0.3101,0.4314,1.888000,0.042800,0.067797,0.134759,0.211764,1.5840,3.1486,0.4297,0.9034,0.5787,0.6500,1.0000,0.8101,0.3101,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9872,C,0.6005,0.4756,0.7424,0.171367,0.4297,0.1214,14.03,0.096256,1.0000,0.8202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,5.6567
LITUSDT,240,-1,0.6005,0.3101,0.4314,1.888000,0.042800,0.067797,0.134759,0.211764,1.5840,3.1486,0.4297,0.9034,0.5787,0.6500,1.0000,0.8101,0.3101,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9872,C,0.6005,0.4756,0.7424,0.171367,0.4297,0.1214,14.03,0.096256,1.0000,0.8202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,5.6567
LITUSDT,240,-1,0.6005,0.3101,0.4314,1.888000,0.042800,0.067797,0.134759,0.211764,1.5840,3.1486,0.4297,0.9034,0.5787,0.6500,1.0000,0.8101,0.3101,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9872,C,0.6005,0.4756,0.7424,0.171367,0.4297,0.1214,14.03,0.096256,1.0000,0.8202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0,1,0,5.6567
SOMIUSDT,240,-1,0.6269,0.2965,0.4483,0.233300,0.042800,0.022255,0.041542,0.065281,0.5200,0.9706,0.4246,0.8898,0.7639,0.6500,1.0000,0.7965,0.2965,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8948,D,0.6269,0.4773,0.5559,0.171122,0.4246,0.1517,14.65,0.029673,1.0000,0.8321,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,2.3515
SOMIUSDT,240,-1,0.6269,0.2965,0.4483,0.233300,0.042800,0.022255,0.041542,0.065281,0.5200,0.9706,0.4246,0.8898,0.7639,0.6500,1.0000,0.7965,0.2965,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8948,D,0.6269,0.4773,0.5559,0.171122,0.4246,0.1517,14.65,0.029673,1.0000,0.8321,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,2.3515
SOMIUSDT,240,-1,0.6269,0.2965,0.4483,0.233300,0.042800,0.022255,0.041542,0.065281,0.5200,0.9706,0.4246,0.8898,0.7639,0.6500,1.0000,0.7965,0.2965,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8948,D,0.6269,0.4773,0.5559,0.171122,0.4246,0.1517,14.65,0.029673,1.0000,0.8321,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0,1,0,2.3515
LTCUSDT,240,-1,0.7038,0.4888,0.6083,71.930000,0.042800,0.036563,0.037741,0.059307,0.8543,0.8818,0.4958,0.9057,0.7890,0.6500,1.0000,0.9888,0.4888,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9787,C,0.7038,0.5475,0.6285,0.153283,0.4958,0.1195,16.44,0.026958,1.0000,0.8667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,1.3667
LTCUSDT,240,-1,0.6393,0.3003,0.4517,74.220001,0.042800,0.066289,0.266289,0.466289,1.5488,6.2217,0.4260,0.8791,0.8388,0.6500,1.0000,0.8003,0.3003,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9982,C,0.6393,0.4847,0.5079,0.179501,0.4260,0.1514,14.94,0.027340,1.0000,0.8377,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,0.3858
ALLOUSDT,240,-1,0.6055,0.2442,0.3978,0.103100,0.042800,0.020795,0.038817,0.060998,0.4859,0.9069,0.4053,0.8109,0.8687,0.6500,1.0000,0.7442,0.2442,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8754,D,0.6055,0.4997,0.4665,0.179643,0.4053,0.1536,14.15,0.027726,1.0000,0.8225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,2.8967
ALLOUSDT,240,-1,0.6055,0.2442,0.3978,0.103100,0.042800,0.020795,0.038817,0.060998,0.4859,0.9069,0.4053,0.8109,0.8687,0.6500,1.0000,0.7442,0.2442,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8754,D,0.6055,0.4997,0.4665,0.179643,0.4053,0.1536,14.15,0.027726,1.0000,0.8225,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,0,2.8967
ONDOUSDT,240,-1,0.6080,0.2460,0.3996,0.383500,0.042800,0.019200,0.035672,0.056057,0.4486,0.8335,0.4059,0.8520,0.8173,0.6500,1.0000,0.7460,0.2460,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8766,D,0.6080,0.4764,0.4966,0.176383,0.4059,0.1536,14.21,0.025480,1.0000,0.8236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,1,1.0000
ALLOUSDT,240,-1,0.6797,0.3940,0.5323,0.101000,0.042800,0.019200,0.035300,0.054000,0.4486,0.8248,0.4607,0.9010,0.8416,0.6500,1.0000,0.8940,0.3940,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9176,C,0.6797,0.5114,0.5474,0.172839,0.4607,0.1383,15.88,0.024545,1.0000,0.8559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,0.8608
ALLOUSDT,240,-1,0.6797,0.3940,0.5323,0.101000,0.042800,0.019200,0.035300,0.054000,0.4486,0.8248,0.4607,0.9010,0.8416,0.6500,1.0000,0.8940,0.3940,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9176,C,0.6797,0.5114,0.5474,0.172839,0.4607,0.1383,15.88,0.024545,1.0000,0.8559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,0,0.8608
ALLOUSDT,240,-1,0.6057,0.4006,0.5377,0.100900,0.042800,0.019200,0.035300,0.051905,0.4486,0.8248,0.4632,0.6550,0.8197,0.6500,1.0000,0.9006,0.4006,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9118,C,0.6057,0.7071,0.5651,0.126190,0.4632,0.1371,14.15,0.023593,1.0000,0.8226,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,0.8608
NEIROUSDT,240,-1,0.6353,1.0000,0.0000,0.000117,0.042800,0.031111,0.058074,0.091259,0.7269,1.3569,0.6852,0.8923,0.6480,0.6500,1.0000,0.6000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9710,C,0.6353,0.7678,1.0574,0.101239,0.6480,1.0000,14.84,0.041481,1.0000,0.8359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,5.8285
NEIROUSDT,240,-1,0.6353,1.0000,0.0000,0.000117,0.042800,0.031111,0.058074,0.091259,0.7269,1.3569,0.6852,0.8923,0.6480,0.6500,1.0000,0.6000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9710,C,0.6353,0.7678,1.0574,0.101239,0.6480,1.0000,14.84,0.041481,1.0000,0.8359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,5.8285
NEIROUSDT,240,-1,0.6353,1.0000,0.0000,0.000117,0.042800,0.031111,0.058074,0.091259,0.7269,1.3569,0.6852,0.8923,0.6480,0.6500,1.0000,0.6000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9710,C,0.6353,0.7678,1.0574,0.101239,0.6480,1.0000,14.84,0.041481,1.0000,0.8359,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0,1,0,5.8285
FARTCOINUSDT,240,-1,0.6245,0.2796,0.4028,0.329900,0.042800,0.038217,0.071338,0.112102,0.8929,1.6668,0.4184,0.9022,0.7653,0.6500,1.0000,0.7796,0.2796,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9115,C,0.6245,0.4637,0.5467,0.177424,0.4184,0.1232,14.59,0.050956,1.0000,0.8310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,5.1833
FARTCOINUSDT,240,-1,0.6245,0.2796,0.4028,0.329900,0.042800,0.038217,0.071338,0.112102,0.8929,1.6668,0.4184,0.9022,0.7653,0.6500,1.0000,0.7796,0.2796,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9115,C,0.6245,0.4637,0.5467,0.177424,0.4184,0.1232,14.59,0.050956,1.0000,0.8310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,0,5.1833
LTCUSDT,240,-1,0.6016,0.4069,0.5429,70.169998,0.042800,0.069830,0.269830,0.469830,1.6316,6.3045,0.4655,0.8882,0.7798,0.6500,1.0000,0.9069,0.4069,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0026,C,0.6016,0.5241,0.5970,0.157481,0.4655,0.1359,14.06,0.027067,1.0000,0.8207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,2.7796
LTCUSDT,240,-1,0.6016,0.4069,0.5429,70.169998,0.042800,0.069830,0.269830,0.469830,1.6316,6.3045,0.4655,0.8882,0.7798,0.6500,1.0000,0.9069,0.4069,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0026,C,0.6016,0.5241,0.5970,0.157481,0.4655,0.1359,14.06,0.027067,1.0000,0.8207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,2.7796
LTCUSDT,240,-1,0.6016,0.4069,0.5429,70.169998,0.042800,0.069830,0.269830,0.469830,1.6316,6.3045,0.4655,0.8882,0.7798,0.6500,1.0000,0.9069,0.4069,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0026,C,0.6016,0.5241,0.5970,0.157481,0.4655,0.1359,14.06,0.027067,1.0000,0.8207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0,1,0,2.7796
1000SHIBUSDT,240,-1,0.6284,1.0000,0.0000,0.007871,0.042800,0.019200,0.035300,0.050200,0.4486,0.8248,0.6852,0.7957,0.7532,0.6500,1.0000,0.6000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9805,C,0.6284,0.8612,0.9098,0.056857,0.6500,1.0000,14.68,0.022496,1.0000,0.8328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,5.0633
1000SHIBUSDT,240,-1,0.6284,1.0000,0.0000,0.007871,0.042800,0.019200,0.035300,0.050200,0.4486,0.8248,0.6852,0.7957,0.7532,0.6500,1.0000,0.6000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9805,C,0.6284,0.8612,0.9098,0.056857,0.6500,1.0000,14.68,0.022496,1.0000,0.8328,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,1,0,5.0633
JTOUSDT,240,-1,0.6273,0.4226,0.5556,0.353900,0.042800,0.026565,0.049589,0.077925,0.6207,1.1586,0.4713,0.7879,0.6935,0.6500,1.0000,0.9226,0.4226,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9408,C,0.6273,0.5982,0.6796,0.114932,0.4713,0.1330,14.66,0.035421,1.0000,0.8323,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,3.7200
PENDLEUSDT,240,-1,0.6074,0.2469,0.4005,1.916400,0.042800,0.021661,0.040433,0.063538,0.5061,0.9447,0.4063,0.8882,0.7581,0.6500,1.0000,0.7469,0.2469,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8795,D,0.6074,0.4574,0.5359,0.176916,0.4063,0.1536,14.19,0.028881,1.0000,0.8233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,0,0,3.2747
PENDLEUSDT,240,-1,0.6074,0.2469,0.4005,1.916400,0.042800,0.021661,0.040433,0.063538,0.5061,0.9447,0.4063,0.8882,0.7581,0.6500,1.0000,0.7469,0.2469,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8795,D,0.6074,0.4574,0.5359,0.176916,0.4063,0.1536,14.19,0.028881,1.0000,0.8233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1,1,0,0,3.2747
PENDLEUSDT,240,-1,0.6074,0.2469,0.4005,1.916400,0.042800,0.021661,0.040433,0.063538,0.5061,0.9447,0.4063,0.8882,0.7581,0.6500,1.0000,0.7469,0.2469,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8795,D,0.6074,0.4574,0.5359,0.176916,0.4063,0.1536,14.19,0.028881,1.0000,0.8233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2,0,1,0,3.2747
FARTCOINUSDT,240,-1,0.6068,0.3026,0.4246,0.323900,0.042800,0.037550,0.070094,0.110147,0.8773,1.6377,0.4269,0.8130,0.7613,0.6500,1.0000,0.8026,0.3026,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9215,C,0.6068,0.5251,0.5608,0.148385,0.4269,0.1219,14.18,0.050067,1.0000,0.8231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2,1,0,5.1833
