symbol,tf_minutes,side,final_score,ml_score,heur_score,entry_price,sl_pct,tp1_pct,tp2_pct,tp3_pct,risk_reward,risk_reward_tp2,predictors_score,raw_signals_score,indicators_score,market_score,coverage_score,consensus_score,price10_score,bounce_prob,bounce_score,breakout_prob,breakout_score,trend_strength,momentum_strength,volatility_regime,volume_spike_score,level_aware,market_quality_score,quality_multiplier,quality_grade,original_score,pred_vs_raw,pred_vs_ind,component_std,component_min,ml_heur_gap,score_per_risk,atr_pct,market_factor,score_factor,tp1_hit,tp2_hit,tp3_hit,label_win,label_tp_level,label_pnl_pct,label_max_favorable,label_max_adverse,label_bars
SPACEUSDT,60,-1,0.5849,1.0000,1.0000,0.010871,0.030000,0.054641,0.063220,0.099345,1.8214,2.1073,0.6852,0.8235,0.6767,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0195,C,0.5849,0.8321,1.0126,0.067445,0.6500,0.0000,19.50,0.045157,1.0000,0.8132,0,0,0,0.0,-1.0,-0.030000,0.016466,0.031000,6
MONUSDT,60,-1,0.5775,1.0000,1.0000,0.019540,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8579,0.5795,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8767,D,0.5775,0.7987,1.1824,0.102446,0.5795,0.0000,19.25,0.017751,1.0000,0.8099,0,0,0,0.0,-1.0,-0.030000,0.005118,0.040430,5
ALGOUSDT,60,-1,0.6007,1.0000,1.0000,0.116600,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8462,0.7393,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9071,C,0.6007,0.8097,0.9268,0.074176,0.6500,0.0000,20.02,0.016834,1.0000,0.8203,1,1,0,1.0,2.0,0.017502,0.036878,0.008576,4
WIFUSDT,60,-1,0.5502,1.0000,1.0000,0.297600,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8537,0.7939,0.6500,1.0000,0.9200,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8768,D,0.5502,0.8026,0.8630,0.081861,0.6500,0.0000,18.34,0.016678,1.0000,0.7976,1,1,0,1.0,2.0,0.017501,0.037970,0.012433,4
RIVERUSDT,60,-1,0.5724,1.0000,1.0000,44.775002,0.030000,0.066443,0.109225,0.171639,2.2148,3.6408,0.6852,0.8227,0.6010,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0361,C,0.5724,0.8328,1.1402,0.082417,0.6010,0.0000,19.08,0.078018,1.0000,0.8076,1,0,0,1.0,1.0,0.046810,0.088911,0.025639,8
AXSUSDT,60,-1,0.6084,1.0000,1.0000,2.163000,0.030000,0.036369,0.044051,0.069222,1.2123,1.4684,0.6852,0.8410,0.7948,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9640,C,0.6084,0.8147,0.8621,0.077918,0.6500,0.0000,20.28,0.031465,1.0000,0.8238,0,0,0,0.0,-1.0,-0.030000,0.012020,0.074434,6
TRUMPUSDT,60,-1,0.5951,1.0000,1.0000,4.584000,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8593,0.6855,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8993,D,0.5951,0.7974,0.9995,0.081713,0.6500,0.0000,19.84,0.007848,1.0000,0.8178,1,0,0,1.0,1.0,0.010800,0.017888,0.010471,5
AWEUSDT,60,-1,0.6136,1.0000,1.0000,0.051100,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8474,0.8172,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9071,C,0.6136,0.8086,0.8384,0.083968,0.6500,0.0000,20.45,0.010136,1.0000,0.8261,1,1,0,1.0,2.0,0.017502,0.057534,0.013112,25
COMPUSDT,60,-1,0.5836,1.0000,1.0000,22.389999,0.030000,0.039303,0.041303,0.043303,1.3101,1.3768,0.6852,0.8582,0.6166,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9532,C,0.5836,0.7984,1.1113,0.093100,0.6166,0.0000,19.45,0.014967,1.0000,0.8126,1,1,1,1.0,3.0,0.040103,0.050916,0.019205,41
FHEUSDT,60,-1,0.6128,1.0000,1.0000,0.125580,0.030000,0.024314,0.045386,0.071321,0.8105,1.5129,0.6852,0.8437,0.8178,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9259,C,0.6128,0.8121,0.8379,0.083031,0.6500,0.0000,20.43,0.032419,1.0000,0.8258,0,0,0,0.0,-1.0,-0.030000,0.004619,0.035197,5
RENDERUSDT,60,-1,0.5535,1.0000,1.0000,1.818000,0.030000,0.017387,0.032456,0.051002,0.5796,1.0819,0.6852,0.8471,0.8261,0.6500,1.0000,0.9200,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8806,D,0.5535,0.8088,0.8294,0.085743,0.6500,0.0000,18.45,0.023183,1.0000,0.7991,1,1,1,1.0,3.0,0.023762,0.058856,0.024752,4
MOVEUSDT,60,-1,0.5913,1.0000,1.0000,0.030880,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8580,0.6641,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8960,D,0.5913,0.7986,1.0317,0.083890,0.6500,0.0000,19.71,0.015881,1.0000,0.8161,1,1,0,1.0,2.0,0.017502,0.034003,0.011334,4
PUMPUSDT,60,-1,0.6035,1.0000,1.0000,0.002935,0.030000,0.017511,0.032686,0.051364,0.5837,1.0895,0.6852,0.8500,0.7511,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9123,C,0.6035,0.8061,0.9122,0.076120,0.6500,0.0000,20.12,0.023347,1.0000,0.8216,1,1,0,1.0,2.0,0.020447,0.045315,0.028961,4
MMTUSDT,60,-1,0.5575,1.0000,1.0000,0.192400,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.6467,0.7731,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9010,C,0.5575,1.0596,0.8863,0.050980,0.6467,0.0000,18.58,0.016470,1.0000,0.8009,1,1,0,1.0,2.0,0.017501,0.036902,0.006757,6
BERAUSDT,60,-1,0.6128,1.0000,1.0000,0.571100,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8550,0.8008,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9071,C,0.6128,0.8014,0.8557,0.083344,0.6500,0.0000,20.43,0.014869,1.0000,0.8258,1,1,0,1.0,2.0,0.017501,0.032569,0.005778,4
MYXUSDT,60,-1,0.5778,1.0000,1.0000,5.791000,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.6897,0.8333,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8983,D,0.5778,0.9934,0.8223,0.070259,0.6500,0.0000,19.26,0.017923,1.0000,0.8100,1,1,1,1.0,3.0,0.020100,0.074080,0.011397,5
FETUSDT,60,-1,0.6017,1.0000,1.0000,0.214000,0.030000,0.015000,0.028000,0.042742,0.5000,0.9333,0.6852,0.8500,0.7404,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9067,C,0.6017,0.8061,0.9254,0.075674,0.6500,0.0000,20.06,0.019428,1.0000,0.8208,1,1,0,1.0,2.0,0.017501,0.029907,0.015421,4
IPUSDT,60,-1,0.6088,1.0000,1.0000,1.967000,0.030000,0.019091,0.035637,0.056001,0.6364,1.1879,0.6852,0.8493,0.7848,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9161,C,0.6088,0.8068,0.8730,0.079108,0.6500,0.0000,20.29,0.025455,1.0000,0.8240,1,1,0,1.0,2.0,0.022302,0.036604,0.006101,6
PENDLEUSDT,60,-1,0.5610,1.0000,1.0000,1.942600,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8439,0.8822,0.6500,1.0000,0.9200,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8705,D,0.5610,0.8119,0.7767,0.099428,0.6500,0.0000,18.70,0.017939,1.0000,0.8024,1,1,0,1.0,2.0,0.017502,0.040358,0.010759,4
JUPUSDT,60,-1,0.6106,1.0000,1.0000,0.204400,0.030000,0.015309,0.028576,0.044905,0.5103,0.9525,0.6852,0.8490,0.7962,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9084,C,0.6106,0.8070,0.8606,0.080682,0.6500,0.0000,20.35,0.020411,1.0000,0.8248,1,1,0,1.0,2.0,0.017864,0.030333,0.018591,4
VIRTUALUSDT,60,-1,0.6046,1.0000,1.0000,0.778600,0.030000,0.018301,0.034162,0.053683,0.6100,1.1387,0.6852,0.8469,0.7627,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9146,C,0.6046,0.8091,0.8983,0.075816,0.6500,0.0000,20.15,0.024401,1.0000,0.8221,0,0,0,0.0,-1.0,-0.030000,0.001413,0.052916,1
ALLOUSDT,60,-1,0.6105,1.0000,1.0000,0.081700,0.030000,0.017217,0.032139,0.050505,0.5739,1.0713,0.6852,0.8448,0.8021,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9124,C,0.6105,0.8111,0.8542,0.080348,0.6500,0.0000,20.35,0.022957,1.0000,0.8247,1,1,0,1.0,2.0,0.020104,0.046512,0.023256,5
DASHUSDT,60,-1,0.6078,1.0000,1.0000,55.639999,0.030000,0.037024,0.039024,0.046283,1.2341,1.3008,0.6852,0.8468,0.7824,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9763,C,0.6078,0.8092,0.8758,0.077933,0.6500,0.0000,20.26,0.021038,1.0000,0.8235,1,1,0,1.0,2.0,0.037327,0.084112,0.010424,10
USELESSUSDT,60,-1,0.6057,1.0000,1.0000,0.063150,0.030000,0.027634,0.051584,0.081061,0.9211,1.7195,0.6852,0.8458,0.7713,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9336,C,0.6057,0.8101,0.8884,0.076247,0.6500,0.0000,20.19,0.036846,1.0000,0.8226,1,1,0,1.0,2.0,0.032327,0.062074,0.021536,4
ICPUSDT,60,-1,0.5629,1.0000,1.0000,3.094000,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8456,0.8928,0.6500,1.0000,0.9200,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8691,D,0.5629,0.8103,0.7675,0.102931,0.6500,0.0000,18.76,0.014835,1.0000,0.8033,1,1,0,1.0,2.0,0.017502,0.028765,0.014221,4
1000PEPEUSDT,60,-1,0.5568,1.0000,1.0000,0.004749,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8481,0.8476,0.6500,1.0000,0.9200,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8740,D,0.5568,0.8079,0.8084,0.090977,0.6500,0.0000,18.56,0.014808,1.0000,0.8006,1,1,0,1.0,2.0,0.017501,0.031290,0.019920,4
OMUSDT,60,-1,0.6069,1.0000,1.0000,0.059780,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8559,0.7634,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9069,C,0.6069,0.8005,0.8976,0.079193,0.6500,0.0000,20.23,0.014518,1.0000,0.8231,1,1,0,1.0,2.0,0.017501,0.028438,0.012379,4
CRVUSDT,60,-1,0.6077,1.0000,1.0000,0.330000,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8479,0.7805,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9081,C,0.6077,0.8081,0.8779,0.078062,0.6500,0.0000,20.26,0.017630,1.0000,0.8235,1,0,0,1.0,1.0,0.010800,0.027273,0.012121,4
MORPHOUSDT,60,-1,0.6288,1.0000,1.0000,1.196700,0.026313,0.015000,0.028000,0.040000,0.5701,1.0641,0.6852,0.8441,0.9156,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9017,C,0.6288,0.8118,0.7483,0.109802,0.6500,0.0000,23.90,0.012391,1.0000,0.8330,1,0,0,1.0,1.0,0.010800,0.020807,0.025236,42
XPLUSDT,60,-1,0.5889,1.0000,1.0000,0.133000,0.030000,0.019037,0.035535,0.055841,0.6346,1.1845,0.6852,0.8152,0.7138,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9178,C,0.5889,0.8405,0.9600,0.061533,0.6500,0.0000,19.63,0.025382,1.0000,0.8150,1,1,1,1.0,3.0,0.026017,0.066165,0.009774,4
WLFIUSDT,60,-1,0.6200,1.0000,1.0000,0.158200,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8462,0.8580,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9041,C,0.6200,0.8097,0.7986,0.093194,0.6500,0.0000,20.67,0.017382,1.0000,0.8290,1,1,1,1.0,3.0,0.020100,0.051833,0.010746,11
0GUSDT,60,-1,0.5612,1.0000,1.0000,0.739600,0.030000,0.015285,0.028533,0.044837,0.5095,0.9511,0.6852,0.8596,0.4766,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8468,D,0.5612,0.7971,1.4376,0.135981,0.4766,0.0000,18.71,0.020381,1.0000,0.8025,1,0,0,1.0,1.0,0.011000,0.028259,0.012574,6
MAGICUSDT,60,-1,0.5998,1.0000,1.0000,0.082200,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8556,0.7197,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9042,C,0.5998,0.8008,0.9521,0.077893,0.6500,0.0000,19.99,0.015811,1.0000,0.8199,1,0,0,1.0,1.0,0.010800,0.024331,0.006083,6
MUSDT,60,-1,0.5557,1.0000,1.0000,1.539500,0.026431,0.015000,0.028000,0.040000,0.5675,1.0594,0.6852,0.8400,0.8517,0.6500,1.0000,0.9200,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8781,D,0.5557,0.8157,0.8045,0.090098,0.6500,0.0000,21.02,0.015005,1.0000,0.8001,1,1,1,1.0,3.0,0.020100,0.043845,0.006496,16
TAKEUSDT,60,-1,0.5956,1.0000,1.0000,0.031030,0.030000,0.022886,0.042720,0.067132,0.7629,1.4240,0.6852,0.8456,0.7092,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9204,C,0.5956,0.8103,0.9661,0.074145,0.6500,0.0000,19.85,0.030515,1.0000,0.8180,1,0,0,1.0,1.0,0.016320,0.032227,0.023203,4
BEATUSDT,60,-1,0.5602,1.0000,1.0000,0.241900,0.030000,0.025666,0.047910,0.075287,0.8555,1.5970,0.6852,0.8469,0.4896,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8731,D,0.5602,0.8091,1.3994,0.126924,0.4896,0.0000,18.67,0.034221,1.0000,0.8021,0,0,0,0.0,-1.0,-0.030000,0.010335,0.034312,1
AVNTUSDT,60,-1,0.5932,1.0000,1.0000,0.281200,0.030000,0.015000,0.028000,0.043755,0.5000,0.9333,0.6852,0.8468,0.6926,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9024,C,0.5932,0.8091,0.9893,0.075723,0.6500,0.0000,19.77,0.019889,1.0000,0.8169,1,1,0,1.0,2.0,0.017502,0.039118,0.025960,11
ZENUSDT,60,-1,0.6041,1.0000,1.0000,8.310000,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8526,0.7512,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9069,C,0.6041,0.8036,0.9121,0.077134,0.6500,0.0000,20.14,0.016958,1.0000,0.8219,1,1,0,1.0,2.0,0.017502,0.033454,0.009507,5
ATOMUSDT,60,-1,0.5508,1.0000,1.0000,2.133000,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8524,0.8000,0.6500,1.0000,0.9200,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8768,D,0.5508,0.8039,0.8565,0.082372,0.6500,0.0000,18.36,0.013031,1.0000,0.7979,1,0,0,1.0,1.0,0.010800,0.027192,0.010314,5
STEEMUSDT,60,-1,0.5859,1.0000,1.0000,0.060440,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8568,0.6325,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8898,D,0.5859,0.7997,1.0834,0.089064,0.6325,0.0000,19.53,0.011384,1.0000,0.8136,1,1,0,1.0,2.0,0.017502,0.029947,0.004964,3
BTRUSDT,60,-1,0.5821,1.0000,1.0000,0.130840,0.030000,0.045475,0.084963,0.133513,1.5158,2.8321,0.6852,0.8268,0.6543,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9905,C,0.5821,0.8287,1.0473,0.072170,0.6500,0.0000,19.40,0.060688,1.0000,0.8119,0,0,0,0.0,-1.0,-0.030000,0.014369,0.044252,1
METUSDT,60,-1,0.6101,1.0000,1.0000,0.258400,0.030000,0.015000,0.028000,0.042006,0.5000,0.9333,0.6852,0.8472,0.7958,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9079,C,0.6101,0.8088,0.8610,0.080052,0.6500,0.0000,20.34,0.019094,1.0000,0.8245,1,0,0,1.0,1.0,0.010800,0.019350,0.015093,3
LTCUSDT,60,-1,0.5543,1.0000,1.0000,66.050003,0.026619,0.021045,0.028000,0.040000,0.7906,1.0519,0.6852,0.8540,0.8211,0.6500,1.0000,0.9200,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9030,C,0.5543,0.8023,0.8345,0.086665,0.6500,0.0000,20.82,0.010507,1.0000,0.7994,1,0,0,1.0,1.0,0.015031,0.025435,0.009690,5
NAORISUSDT,60,-1,0.5535,1.0000,1.0000,0.026530,0.030000,0.023041,0.043010,0.067587,0.7680,1.4337,0.6852,0.8470,0.4481,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8545,D,0.5535,0.8089,1.5291,0.141939,0.4481,0.0000,18.45,0.030721,1.0000,0.7991,1,0,0,1.0,1.0,0.016429,0.024877,0.022993,2
LAUSDT,60,-1,0.5630,1.0000,1.0000,0.283300,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8602,0.4867,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8493,D,0.5630,0.7966,1.4079,0.132669,0.4867,0.0000,18.77,0.013166,1.0000,0.8033,1,0,0,1.0,1.0,0.010800,0.027886,0.014825,5
PROMUSDT,60,-1,0.5504,1.0000,1.0000,1.816000,0.030000,0.015000,0.028000,0.041083,0.5000,0.9333,0.6852,0.8367,0.4444,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8382,D,0.5504,0.8189,1.5419,0.139910,0.4444,0.0000,18.35,0.018674,1.0000,0.7977,1,1,0,1.0,2.0,0.017502,0.036344,0.003855,4
FILUSDT,60,-1,0.6177,1.0000,1.0000,1.207000,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8515,0.8362,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9057,C,0.6177,0.8046,0.8194,0.089172,0.6500,0.0000,20.59,0.013985,1.0000,0.8280,1,1,0,1.0,2.0,0.017502,0.043082,0.010770,5
1000BONKUSDT,60,-1,0.5611,1.0000,1.0000,0.008285,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.8482,0.8768,0.6500,1.0000,0.9200,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8710,D,0.5611,0.8078,0.7814,0.098777,0.6500,0.0000,18.70,0.015236,1.0000,0.8025,1,1,0,1.0,2.0,0.017501,0.031503,0.008690,4
FARTCOINUSDT,60,-1,0.5985,1.0000,1.0000,0.276500,0.030000,0.015000,0.028000,0.043401,0.5000,0.9333,0.6852,0.8560,0.7112,0.6500,1.0000,0.9200,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9033,C,0.5985,0.8005,0.9634,0.078356,0.6500,0.0000,19.95,0.019728,1.0000,0.8193,1,1,1,1.0,3.0,0.020440,0.054973,0.009403,3
RPLUSDT,60,-1,0.6310,0.1539,0.2917,1.904000,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.3718,0.9447,1.0000,0.6500,1.0000,0.6539,0.1539,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.7884,D,0.6310,0.3936,0.3718,0.251567,0.3718,0.1378,21.03,0.016773,1.0000,0.8339,1,0,0,1.0,1.0,0.010800,0.021534,0.024160,9
BREVUSDT,60,-1,0.5820,1.0000,0.0000,0.185700,0.030000,0.015000,0.028000,0.043927,0.5000,0.9333,0.6852,0.9766,0.5872,0.6500,1.0000,0.6000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8475,D,0.5820,0.7016,1.1669,0.149588,0.5872,1.0000,19.40,0.019967,1.0000,0.8119,1,0,0,1.0,1.0,0.010800,0.017771,0.007539,2
INITUSDT,60,-1,0.6588,1.0000,0.0000,0.087700,0.030000,0.015000,0.028000,0.042661,0.5000,0.9333,0.6852,0.9762,0.6581,0.6500,1.0000,0.6000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8952,D,0.6588,0.7019,1.0412,0.135649,0.6500,1.0000,21.96,0.019391,1.0000,0.8465,1,0,0,1.0,1.0,0.010800,0.017104,0.004561,2
KITEUSDT,60,-1,0.5860,1.0000,0.0000,0.145150,0.030000,0.050568,0.054654,0.085885,1.6856,1.8218,0.6852,0.5842,0.8256,0.6500,1.0000,0.6000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9953,C,0.5860,1.1730,0.8299,0.088263,0.5842,1.0000,19.53,0.039039,1.0000,0.8137,0,0,0,0.0,-1.0,-0.030000,0.000000,0.058905,2
HUMAUSDT,60,1,0.6009,1.0000,0.0000,0.024641,0.010000,0.043762,0.045762,0.047762,4.3762,4.5762,0.6852,0.7449,0.8954,0.3500,1.0000,0.6000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9938,C,0.6009,0.9198,0.7652,0.199402,0.3500,1.0000,60.09,0.016774,1.0000,0.8204,0,0,0,0.0,-1.0,-0.010000,0.033359,0.013595,9
SONICUSDT,60,-1,0.5963,1.0000,0.0000,0.057670,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.9862,0.2819,0.6500,1.0000,0.6000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.7878,D,0.5963,0.6948,2.4302,0.249849,0.2819,1.0000,19.88,0.015490,1.0000,0.8183,1,0,0,1.0,1.0,0.010800,0.022889,0.003121,3
STEEMUSDT,60,-1,0.5740,1.0000,0.0000,0.059670,0.030000,0.015000,0.028000,0.040000,0.5000,0.9333,0.6852,0.9768,0.5357,0.6500,1.0000,0.6000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8349,D,0.5740,0.7015,1.2790,0.162596,0.5357,1.0000,19.13,0.012191,1.0000,0.8083,1,0,0,1.0,1.0,0.010800,0.017429,0.001341,2
TRUTHUSDT,60,1,0.5880,1.0000,0.0000,0.013747,0.030000,0.021580,0.042030,0.066047,0.7193,1.4010,0.6852,0.9120,0.9481,0.3500,1.0000,0.6000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8046,D,0.5880,0.7513,0.7227,0.238174,0.3500,1.0000,19.60,0.030021,1.0000,0.8146,1,0,0,1.0,1.0,0.015406,0.030407,0.025969,2
MYXUSDT,60,-1,0.5550,0.1407,0.2728,5.759000,0.030000,0.015000,0.028000,0.040310,0.5000,0.9333,0.3669,0.7291,0.9226,0.6500,1.0000,0.6407,0.1407,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.7847,D,0.5550,0.5033,0.3977,0.199707,0.3669,0.1321,18.50,0.018323,1.0000,0.7997,1,1,1,1.0,3.0,0.020131,0.072756,0.013023,5
