symbol,tf_minutes,side,final_score,ml_score,heur_score,entry_price,sl_pct,tp1_pct,tp2_pct,tp3_pct,risk_reward,risk_reward_tp2,predictors_score,raw_signals_score,indicators_score,market_score,coverage_score,consensus_score,price10_score,bounce_prob,bounce_score,breakout_prob,breakout_score,trend_strength,momentum_strength,volatility_regime,volume_spike_score,level_aware,market_quality_score,quality_multiplier,quality_grade,original_score,pred_vs_raw,pred_vs_ind,component_std,component_min,ml_heur_gap,score_per_risk,atr_pct,market_factor,score_factor,tp1_hit,tp2_hit,tp3_hit,strategy_id,strategy_name,label_win,label_tp_level,label_pnl_pct,label_max_favorable,label_max_adverse,label_bars
JUPUSDT,240,1,0.6893,1.0000,0.0000,0.190900,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,32.21,0.026858,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.040859,0.049764,3
RAYSOLUSDT,240,1,0.6726,1.0000,0.0000,0.971500,0.022963,0.200000,0.320000,0.500000,8.7096,13.9354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,29.29,0.030617,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.022963,0.026969,0.026042,2
ROSEUSDT,240,1,0.6811,1.0000,0.0000,0.011560,0.021400,0.200000,0.320000,0.500000,9.3458,14.9532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,31.83,0.026463,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.021626,0.021626,2
WLDUSDT,240,-1,0.5950,0.2862,0.0000,0.514400,0.022480,0.200000,0.202000,0.204000,8.8968,8.9858,0.0000,0.8967,1.0000,0.0000,0.0000,0.0000,0.2862,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.475589,0.0000,0.2862,26.47,0.029973,0.0000,0.0000,0,0,0,4,level_ml,0.0,-1.0,-0.022480,0.008942,0.060264,2
ATOMUSDT,240,-1,0.5573,0.3073,0.0000,2.007000,0.015777,0.200000,0.202000,0.204000,12.6765,12.8033,0.0000,0.7322,1.0000,0.0000,0.0000,0.0000,0.3073,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.443287,0.0000,0.3073,35.32,0.021036,0.0000,0.0000,0,0,0,4,level_ml,0.0,-1.0,-0.015777,0.013453,0.040857,2
TIAUSDT,240,-1,0.8007,1.0000,0.0000,0.512000,0.021623,0.200000,0.320000,0.500000,9.2496,14.7993,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,37.03,0.028830,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021623,0.024023,0.026172,1
DYDXUSDT,240,-1,0.7082,1.0000,0.0000,0.180000,0.022519,0.200000,0.320000,0.500000,8.8816,14.2105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,31.45,0.030025,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.022519,0.022222,0.038889,1
ALLOUSDT,240,1,0.5762,0.1604,0.0000,0.108800,0.030000,0.048863,0.078181,0.122158,1.6288,2.6060,0.0000,0.7433,0.7000,0.0000,0.0000,0.0000,0.1604,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.361154,0.0000,0.1604,19.21,0.044421,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.028493,0.033088,2
SANDUSDT,240,-1,0.8070,1.0000,0.0000,0.119960,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,37.71,0.023258,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.011837,0.039763,1
ROSEUSDT,240,1,0.6818,1.0000,0.0000,0.011570,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,31.86,0.025416,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.020743,0.022472,1
PENDLEUSDT,240,-1,0.7834,1.0000,0.0000,1.973800,0.021400,0.200000,0.320000,0.500000,9.3458,14.9532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,36.61,0.026316,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.016162,0.042659,1
WLFIUSDT,240,1,0.6856,1.0000,0.0000,0.134900,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,32.04,0.022226,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.028169,0.023721,1
JUPUSDT,240,1,0.6748,1.0000,0.0000,0.190200,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,31.53,0.025895,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.044690,0.046267,2
AVAXUSDT,240,-1,0.6553,0.4009,0.0000,12.169000,0.021400,0.200000,0.320000,0.500000,9.3458,14.9532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4009,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.4009,30.62,0.021774,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.008546,0.039691,1
BTRUSDT,240,-1,0.6257,1.0000,0.0000,0.027770,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,14.62,0.064245,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.093626,0.087865,12
ASTERUSDT,240,1,0.5747,0.2225,0.0000,0.752300,0.030000,0.048262,0.077219,0.120655,1.6087,2.5740,0.0000,0.9248,0.4200,0.0000,0.0000,0.0000,0.2225,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.380625,0.0000,0.2225,19.16,0.043875,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.045859,0.035358,2
NAORISUSDT,240,1,0.5823,0.0941,0.0000,0.038670,0.030000,0.061984,0.099174,0.154959,2.0661,3.3058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0941,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.0941,19.41,0.061984,0.0000,0.0000,0,0,0,2,indicator_heuristic,0.0,-1.0,-0.030000,0.011378,0.138867,1
ATOMUSDT,240,-1,0.5530,0.3213,0.0000,2.006000,0.015405,0.200000,0.320000,0.500000,12.9825,20.7720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3213,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.3213,35.90,0.020540,0.0000,0.0000,0,0,0,3,indicator_consensus,0.0,-1.0,-0.015405,0.010469,0.041376,1
IPUSDT,240,-1,0.7659,1.0000,0.0000,1.715000,0.024351,0.200000,0.320000,0.500000,8.2132,13.1411,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,31.45,0.032468,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.024351,0.015160,0.037901,1
POLUSDT,240,-1,0.7582,1.0000,0.0000,0.111030,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,35.43,0.022106,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.013240,0.041791,1
SNXUSDT,240,1,0.6803,1.0000,0.0000,0.422000,0.021692,0.200000,0.320000,0.500000,9.2201,14.7522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,31.36,0.028922,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021692,0.030806,0.056872,2
RIVERUSDT,240,-1,0.5551,0.2753,0.0000,1.983000,0.030000,0.299902,0.479843,0.749755,9.9967,15.9948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2753,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.2753,18.50,0.299902,0.0000,0.0000,0,0,0,2,indicator_heuristic,0.0,-1.0,-0.030000,0.007564,0.452849,1
APTUSDT,240,-1,0.7511,1.0000,0.0000,1.559500,0.021400,0.200000,0.320000,0.500000,9.3458,14.9532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,35.10,0.025416,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.008913,0.052709,1
ICPUSDT,240,-1,0.7515,1.0000,0.0000,3.022000,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,35.12,0.026112,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.018531,0.032429,1
MUSDT,240,-1,0.5742,0.0864,0.0000,1.651700,0.030000,0.052778,0.054778,0.056778,1.7593,1.8259,0.0000,0.3853,1.0000,0.0000,0.0000,0.0000,0.0864,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.408868,0.0000,0.0864,19.14,0.047980,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.009748,0.059514,2
ENSUSDT,240,-1,0.7714,1.0000,0.0000,9.868000,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,36.05,0.024688,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.017430,0.037090,1
XRPUSDT,240,1,0.7177,1.0000,0.0000,1.912200,0.021400,0.174989,0.279982,0.437471,8.1770,13.0833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,33.54,0.017499,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.038803,0.034620,2
FHEUSDT,240,1,0.6410,1.0000,0.0000,0.089940,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,14.98,0.185694,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.084946,0.064821,2
RAYSOLUSDT,240,-1,0.7717,1.0000,0.0000,0.958500,0.022467,0.200000,0.320000,0.500000,8.9019,14.2430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,34.35,0.029956,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.022467,0.012833,0.040897,1
STEEMUSDT,240,-1,0.5696,0.3507,0.0000,0.064980,0.021400,0.174994,0.279990,0.437484,8.1773,13.0837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3507,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.3507,26.62,0.017499,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.011234,0.027547,1
FILUSDT,240,1,0.7027,1.0000,0.0000,1.281000,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,32.84,0.024953,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.029664,0.056987,2
SONICUSDT,240,-1,0.6603,1.0000,0.0000,0.074040,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,30.86,0.025396,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.151270,0.061588,19
0GUSDT,240,-1,0.5818,0.3282,0.0000,0.817800,0.024745,0.200000,0.202000,0.204000,8.0824,8.1632,0.0000,0.7816,1.0000,0.0000,0.0000,0.0000,0.3282,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.452038,0.0000,0.3282,23.51,0.032994,0.0000,0.0000,0,0,0,4,level_ml,0.0,-1.0,-0.024745,0.151015,0.068232,30
SPXUSDT,240,1,0.6540,1.0000,0.0000,0.520600,0.030089,0.200000,0.320000,0.500000,6.6469,10.6350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,21.74,0.040119,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.030089,0.060123,0.081445,2
JTOUSDT,240,1,0.7047,1.0000,0.0000,0.358500,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,32.93,0.027901,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.030126,0.021478,1
BTCUSDT,240,1,0.7020,1.0000,0.0000,86939.296875,0.021400,0.135163,0.216262,0.337909,6.3161,10.1057,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,32.80,0.013516,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.039383,0.028864,8
CLOUSDT,240,-1,0.5775,0.3702,0.0000,0.217200,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3702,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.3702,13.49,0.081255,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.055249,0.052947,1
GALAUSDT,240,-1,0.7646,1.0000,0.0000,0.006530,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,35.73,0.025521,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.012251,0.047473,1
GUNUSDT,240,-1,0.7736,1.0000,0.0000,0.014250,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,18.08,0.101272,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.010526,0.044211,1
ALGOUSDT,240,-1,0.7872,1.0000,0.0000,0.114200,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,36.78,0.020375,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.008757,0.040280,1
DOGEUSDT,240,-1,0.7278,1.0000,0.0000,0.130240,0.021400,0.192523,0.308036,0.481306,8.9964,14.3942,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,34.01,0.019252,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.007217,0.046376,1
WLDUSDT,240,-1,0.5525,0.3249,0.0000,0.517200,0.021652,0.200000,0.320000,0.500000,9.2370,14.7793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3249,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.3249,25.52,0.028869,0.0000,0.0000,0,0,0,3,indicator_consensus,0.0,-1.0,-0.021652,0.005800,0.054524,1
ONDOUSDT,240,-1,0.8149,1.0000,0.0000,0.407500,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,38.08,0.026606,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.017178,0.040245,1
MONUSDT,240,-1,0.7483,1.0000,0.0000,0.020130,0.039099,0.200000,0.320000,0.500000,5.1153,8.1844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,19.14,0.052132,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.039099,0.181321,0.046697,29
ETHUSDT,240,-1,0.5877,0.3461,0.0000,2927.360107,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3461,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.3461,27.46,0.020286,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.015328,0.035062,1
OMUSDT,240,1,0.6997,0.0942,0.0000,0.075920,0.030000,0.047522,0.076035,0.118804,1.5841,2.5345,0.0000,0.8997,1.0000,0.0000,0.0000,0.0000,0.0942,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.476240,0.0000,0.0942,23.32,0.043202,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.021865,0.050316,2
POWERUSDT,240,1,0.6452,0.1814,0.0000,0.365940,0.030000,0.091497,0.146396,0.228743,3.0499,4.8799,0.0000,0.9127,0.7000,0.0000,0.0000,0.0000,0.1814,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.410125,0.0000,0.1814,21.51,0.083179,0.0000,0.0000,1,0,0,5,level_heuristic,1.0,1.0,0.064348,0.172433,0.066705,4
VIRTUALUSDT,240,-1,0.7211,1.0000,0.0000,0.721700,0.024041,0.200000,0.320000,0.500000,8.3190,13.3105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,30.00,0.032055,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.024041,0.007205,0.085908,1
JELLYJELLYUSDT,240,-1,0.7489,1.0000,0.0000,0.094670,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,17.50,0.140363,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.050597,0.062427,1
PIPPINUSDT,240,-1,0.6916,1.0000,0.0000,0.392590,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,16.16,0.139535,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.066329,0.105887,2
ZECUSDT,240,-1,0.6216,0.3208,0.0000,391.619995,0.030000,0.049041,0.051041,0.053041,1.6347,1.7014,0.0000,0.6316,1.0000,0.0000,0.0000,0.0000,0.3208,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.428188,0.0000,0.3208,20.72,0.044583,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.003115,0.050534,1
AVAXUSDT,240,-1,0.6151,0.4261,0.0000,12.148000,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4261,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.4261,28.74,0.023705,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.073016,0.021485,12
SPXUSDT,240,1,0.6463,1.0000,0.0000,0.518100,0.032335,0.200000,0.320000,0.500000,6.1853,9.8964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,19.99,0.043113,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.032335,0.015441,0.077012,1
WLDUSDT,240,-1,0.6147,0.3281,0.0000,0.517000,0.023346,0.200000,0.202000,0.204000,8.5667,8.6524,0.0000,0.8947,1.0000,0.0000,0.0000,0.0000,0.3281,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.475136,0.0000,0.3281,26.33,0.031128,0.0000,0.0000,0,0,0,4,level_ml,0.0,-1.0,-0.023346,0.086847,0.023598,14
GUNUSDT,240,-1,0.7637,1.0000,0.0000,0.014270,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,17.84,0.097811,0.0000,0.0000,1,0,0,1,indicator_ml,1.0,1.0,0.189825,0.255781,0.006307,100
XRPUSDT,240,1,0.7069,1.0000,0.0000,1.910000,0.021400,0.194015,0.310425,0.485038,9.0661,14.5058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,33.03,0.019402,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.006283,0.033508,1
