symbol,tf_minutes,side,final_score,ml_score,heur_score,entry_price,sl_pct,tp1_pct,tp2_pct,tp3_pct,risk_reward,risk_reward_tp2,predictors_score,raw_signals_score,indicators_score,market_score,coverage_score,consensus_score,price10_score,bounce_prob,bounce_score,breakout_prob,breakout_score,trend_strength,momentum_strength,volatility_regime,volume_spike_score,level_aware,market_quality_score,quality_multiplier,quality_grade,original_score,pred_vs_raw,pred_vs_ind,component_std,component_min,ml_heur_gap,score_per_risk,atr_pct,market_factor,score_factor,tp1_hit,tp2_hit,tp3_hit,strategy_id,strategy_name,label_win,label_tp_level,label_pnl_pct,label_max_favorable,label_max_adverse,label_bars
IPUSDT,240,-1,0.6364,0.1252,0.0000,2.785000,0.030000,0.098494,0.100494,0.102494,3.2831,3.3498,0.0000,0.7567,1.0000,0.0000,0.0000,0.0000,0.1252,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.447517,0.0000,0.1252,21.21,0.089540,0.0000,0.0000,1,0,0,5,level_heuristic,1.0,1.0,0.069246,0.115978,0.045242,9
DASHUSDT,240,1,0.5865,0.4435,0.0000,86.849998,0.030000,0.091375,0.146201,0.228439,3.0458,4.8734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4435,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.4435,19.55,0.091375,0.0000,0.0000,0,0,0,2,indicator_heuristic,0.0,-1.0,-0.030000,0.035924,0.040760,1
FILUSDT,240,-1,0.6918,1.0000,0.0000,1.493000,0.026568,0.200000,0.320000,0.500000,7.5278,12.0444,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,26.04,0.035424,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.026568,0.004689,0.028131,3
ARCUSDT,240,-1,0.7015,1.0000,0.0000,0.051610,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,16.39,0.062571,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.062972,0.072273,10
LAUSDT,240,-1,0.7398,1.0000,0.0000,0.316900,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,34.57,0.028165,0.0000,0.0000,1,0,0,1,indicator_ml,1.0,1.0,0.213462,0.288419,0.017987,100
GUNUSDT,240,-1,0.5576,0.1177,0.0000,0.028920,0.030000,0.089883,0.091883,0.093883,2.9961,3.0628,0.0000,0.5309,0.7000,0.0000,0.0000,0.0000,0.1177,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.313484,0.0000,0.1177,18.59,0.081711,0.0000,0.0000,1,1,1,5,level_heuristic,1.0,3.0,0.090683,0.137621,0.002420,6
BTCUSDT,240,-1,0.7427,1.0000,0.0000,95503.703125,0.021400,0.112979,0.180766,0.282447,5.2794,8.4470,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,34.70,0.011298,0.0000,0.0000,1,1,0,1,indicator_ml,1.0,2.0,0.132728,0.219350,0.001238,100
FILUSDT,240,-1,0.7106,1.0000,0.0000,1.519000,0.025518,0.200000,0.320000,0.500000,7.8376,12.5402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,27.85,0.034024,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.025518,0.013167,0.033575,3
MOVEUSDT,240,1,0.7087,1.0000,0.0000,0.039770,0.032164,0.200000,0.320000,0.500000,6.2181,9.9489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,22.03,0.042886,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.032164,0.007543,0.035202,1
NAORISUSDT,240,1,0.5654,0.1645,0.0000,0.029090,0.030000,0.072806,0.116490,0.182015,2.4269,3.8830,0.0000,0.8916,0.4200,0.0000,0.0000,0.0000,0.1645,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.367861,0.0000,0.1645,18.85,0.066187,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.042626,0.112410,3
ONDOUSDT,240,-1,0.5624,0.2460,0.0000,0.383500,0.019110,0.200000,0.202000,0.204000,10.4656,10.5702,0.0000,0.8520,1.0000,0.0000,0.0000,0.0000,0.2460,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.465942,0.0000,0.2460,29.43,0.025480,0.0000,0.0000,0,0,0,4,level_ml,0.0,-1.0,-0.019110,0.003129,0.020339,3
JELLYJELLYUSDT,240,1,0.6635,0.1113,0.0000,0.068260,0.030000,0.077810,0.124496,0.194524,2.5937,4.1499,0.0000,0.8652,0.7200,0.0000,0.0000,0.0000,0.1113,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.399619,0.0000,0.1113,22.12,0.070736,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.021535,0.044682,2
ZAMAUSDT,240,1,0.6506,1.0000,0.0000,0.077900,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,15.20,0.080873,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.038511,0.061617,6
ARCUSDT,240,-1,0.6932,1.0000,0.0000,0.051650,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,16.20,0.061514,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.063698,0.071442,9
TRXUSDT,240,-1,0.6080,0.0811,0.0000,0.309410,0.010000,0.015000,0.017000,0.019000,1.5000,1.7000,0.0000,0.6963,0.7000,0.0000,0.0000,0.0000,0.0811,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.349072,0.0000,0.0811,60.80,0.009507,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.010000,0.002262,0.012314,3
ICPUSDT,240,1,0.6787,1.0000,0.0000,4.176000,0.040912,0.200000,0.320000,0.500000,4.8886,7.8217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,16.59,0.054549,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.040912,0.001437,0.049090,2
LTCUSDT,240,-1,0.6709,1.0000,0.0000,75.169998,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,31.35,0.027432,0.0000,0.0000,1,0,0,1,indicator_ml,1.0,1.0,0.196512,0.272848,0.010243,100
ROSEUSDT,240,-1,0.6174,0.3340,0.0000,0.014340,0.030000,0.047002,0.049002,0.051002,1.5667,1.6334,0.0000,0.8892,0.7000,0.0000,0.0000,0.0000,0.3340,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.402893,0.0000,0.3340,20.58,0.042729,0.0000,0.0000,1,0,0,5,level_heuristic,1.0,1.0,0.033201,0.048117,0.027197,10
LDOUSDT,240,-1,0.7728,1.0000,0.0000,0.607600,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,36.11,0.026692,0.0000,0.0000,1,1,0,1,indicator_ml,1.0,2.0,0.233296,0.368993,0.018433,100
DUSKUSDT,240,1,0.5562,0.2703,0.0000,0.103840,0.030000,0.062980,0.100768,0.157450,2.0993,3.3589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2703,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.2703,18.54,0.062980,0.0000,0.0000,0,0,0,2,indicator_heuristic,0.0,-1.0,-0.030000,0.050655,0.067893,1
VVVUSDT,240,-1,0.6873,1.0000,0.0000,3.077000,0.036088,0.200000,0.320000,0.500000,5.5420,8.8672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,19.05,0.048118,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.036088,0.070848,0.061423,9
XMRUSDT,240,-1,0.7359,1.0000,0.0000,620.260010,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,17.19,0.062963,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.143005,0.047786,15
MORPHOUSDT,240,-1,0.7074,1.0000,0.0000,1.351700,0.021400,0.197556,0.316090,0.493890,9.2316,14.7706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,33.06,0.019756,0.0000,0.0000,1,0,0,1,indicator_ml,1.0,1.0,0.158797,0.227565,0.010949,100
INITUSDT,240,1,0.6945,1.0000,0.0000,0.096100,0.029521,0.200000,0.320000,0.500000,6.7749,10.8398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,23.53,0.039361,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.029521,0.001041,0.041623,6
AXSUSDT,240,-1,0.5630,0.2973,0.0000,1.321000,0.030000,0.055994,0.057994,0.059994,1.8665,1.9331,0.0000,0.8831,0.4200,0.0000,0.0000,0.0000,0.2973,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.364591,0.0000,0.2973,18.77,0.050904,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.024224,0.065859,1
STABLEUSDT,240,1,0.6927,0.1121,0.0000,0.017116,0.030000,0.052942,0.084707,0.132355,1.7647,2.8236,0.0000,0.8755,1.0000,0.0000,0.0000,0.0000,0.1121,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.470942,0.0000,0.1121,23.09,0.048129,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.007069,0.041832,1
INITUSDT,240,1,0.6535,1.0000,0.0000,0.094900,0.028718,0.200000,0.320000,0.500000,6.9642,11.1426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,22.76,0.038291,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.028718,0.010537,0.029505,5
XMRUSDT,240,-1,0.7289,1.0000,0.0000,626.900024,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,17.03,0.060358,0.0000,0.0000,1,1,0,1,indicator_ml,1.0,2.0,0.241837,0.382677,0.036688,100
AXSUSDT,240,1,0.6475,0.3322,0.0000,1.374000,0.030000,0.056794,0.090870,0.141985,1.8931,3.0290,0.0000,0.9207,0.7000,0.0000,0.0000,0.0000,0.3322,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.412611,0.0000,0.3322,21.58,0.051631,0.0000,0.0000,1,1,1,5,level_heuristic,1.0,3.0,0.072128,0.603348,0.011645,3
BERAUSDT,240,-1,0.6146,0.1500,0.0000,0.740400,0.030000,0.063704,0.065704,0.067704,2.1235,2.1901,0.0000,0.8794,0.7000,0.0000,0.0000,0.0000,0.1500,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.399897,0.0000,0.1500,20.49,0.057912,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.015802,0.110481,1
STABLEUSDT,240,1,0.7211,0.0960,0.0000,0.016439,0.030000,0.055185,0.088297,0.137964,1.8395,2.9432,0.0000,0.8676,1.0000,0.0000,0.0000,0.0000,0.0960,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.469247,0.0000,0.0960,24.04,0.050169,0.0000,0.0000,1,1,0,5,level_heuristic,1.0,2.0,0.061702,0.094288,0.020561,6
JELLYJELLYUSDT,240,1,0.5861,1.0000,0.0000,0.067590,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,13.69,0.068882,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.015535,0.082557,3
BTCUSDT,240,-1,0.7345,1.0000,0.0000,95324.000000,0.021400,0.108109,0.172975,0.270273,5.0518,8.0829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,34.32,0.010811,0.0000,0.0000,1,1,0,1,indicator_ml,1.0,2.0,0.128131,0.217878,0.003125,100
NAORISUSDT,240,1,0.5546,0.1426,0.0000,0.029650,0.030000,0.070860,0.113376,0.177151,2.3620,3.7792,0.0000,0.8535,0.4200,0.0000,0.0000,0.0000,0.1426,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.353340,0.0000,0.1426,18.49,0.064418,0.0000,0.0000,0,0,0,5,level_heuristic,0.0,-1.0,-0.030000,0.017201,0.045531,1
IPUSDT,240,-1,0.7187,1.0000,0.0000,2.739000,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,16.79,0.087857,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.101132,0.062797,7
ATOMUSDT,240,-1,0.7087,1.0000,0.0000,2.516000,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,33.12,0.021728,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.004769,0.027424,2
LAUSDT,240,-1,0.7249,1.0000,0.0000,0.315200,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,33.87,0.027359,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.022208,0.021574,10
GUNUSDT,240,-1,0.6578,1.0000,0.0000,0.027520,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,15.37,0.085549,0.0000,0.0000,1,0,0,1,indicator_ml,1.0,1.0,0.140300,0.220567,0.032340,15
RIVERUSDT,240,1,0.6503,1.0000,0.0000,25.219000,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,15.19,0.166355,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.022443,0.159047,1
ZAMAUSDT,240,-1,0.7294,1.0000,0.0000,0.078300,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,17.04,0.077996,0.0000,0.0000,1,1,0,1,indicator_ml,1.0,2.0,0.223920,0.325670,0.033206,46
ALLOUSDT,240,-1,0.6973,1.0000,0.0000,0.105500,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,32.58,0.026821,0.0000,0.0000,1,1,0,1,indicator_ml,1.0,2.0,0.241156,0.432227,0.009479,100
LTCUSDT,240,-1,0.6720,1.0000,0.0000,74.300003,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,31.40,0.027530,0.0000,0.0000,1,0,0,1,indicator_ml,1.0,1.0,0.198183,0.264334,0.020861,100
APTUSDT,240,-1,0.8047,1.0000,0.0000,1.807000,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,37.60,0.025076,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.004593,0.031876,1
ICPUSDT,240,1,0.6808,1.0000,0.0000,4.124000,0.039975,0.200000,0.320000,0.500000,5.0031,8.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,17.03,0.053300,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.039975,0.005092,0.044859,2
ARCUSDT,240,1,0.6226,1.0000,0.0000,0.051650,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,14.55,0.059416,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.042800,0.015876,0.063698,3
VVVUSDT,240,-1,0.7285,1.0000,0.0000,3.002000,0.036043,0.200000,0.320000,0.500000,5.5489,8.8783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,20.21,0.048057,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.036043,0.047635,0.087941,8
DUSKUSDT,240,1,0.5658,0.2703,0.0000,0.105900,0.030000,0.065647,0.105035,0.164117,2.1882,3.5012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2703,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.2703,18.86,0.065647,0.0000,0.0000,1,1,0,2,indicator_heuristic,1.0,2.0,0.073418,0.220491,0.028234,3
ALLOUSDT,240,-1,0.6920,1.0000,0.0000,0.105800,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,32.34,0.025847,0.0000,0.0000,1,1,0,1,indicator_ml,1.0,2.0,0.241429,0.433837,0.005671,100
AXSUSDT,240,1,0.5567,0.2703,0.0000,1.541000,0.030000,0.052018,0.083228,0.130044,1.7339,2.7743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2703,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.2703,18.56,0.052018,0.0000,0.0000,0,0,0,2,indicator_heuristic,0.0,-1.0,-0.030000,0.092797,0.031149,1
RIVERUSDT,240,-1,0.7271,1.0000,0.0000,21.612000,0.042800,0.200000,0.320000,0.500000,4.6729,7.4766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,16.99,0.195381,0.0000,0.0000,1,0,0,1,indicator_ml,1.0,1.0,0.140300,0.254118,0.042245,5
DUSKUSDT,240,1,0.5768,0.2703,0.0000,0.121200,0.030000,0.068786,0.110058,0.171965,2.2929,3.6686,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2703,0.5000,0.5000,0.5000,0.5000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,0.2703,19.23,0.068786,0.0000,0.0000,0,0,0,2,indicator_heuristic,0.0,-1.0,-0.030000,0.039604,0.133003,1
TRXUSDT,240,-1,0.6375,1.0000,0.0000,0.311580,0.021400,0.090979,0.145567,0.227448,4.2514,6.8022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,29.79,0.009098,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.008473,0.025066,4
LTCUSDT,240,-1,0.6593,1.0000,0.0000,74.709999,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,30.81,0.026523,0.0000,0.0000,1,0,0,1,indicator_ml,1.0,1.0,0.199189,0.268371,0.015259,100
ICPUSDT,240,-1,0.7721,1.0000,0.0000,4.010000,0.040500,0.200000,0.320000,0.500000,4.9383,7.9013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,19.06,0.054000,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.040500,0.019202,0.074813,9
APTUSDT,240,-1,0.7346,1.0000,0.0000,1.851200,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,34.33,0.025272,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.008643,0.030575,2
ONDOUSDT,240,-1,0.6438,1.0000,0.0000,0.388500,0.021400,0.200000,0.320000,0.500000,9.3458,14.9533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.7000,0.7000,0.3000,0.3000,0.0000,0.0000,0.0000,0.0000,0,0.0000,0.0000,?,0.0000,0.0000,0.0000,0.000000,0.0000,1.0000,30.08,0.023248,0.0000,0.0000,0,0,0,1,indicator_ml,0.0,-1.0,-0.021400,0.014157,0.024196,2
