symbol,tf_minutes,side,final_score,ml_score,heur_score,entry_price,sl_pct,tp1_pct,tp2_pct,tp3_pct,risk_reward,risk_reward_tp2,predictors_score,raw_signals_score,indicators_score,market_score,coverage_score,consensus_score,price10_score,bounce_prob,bounce_score,breakout_prob,breakout_score,trend_strength,momentum_strength,volatility_regime,volume_spike_score,level_aware,market_quality_score,quality_multiplier,quality_grade,original_score,pred_vs_raw,pred_vs_ind,component_std,component_min,ml_heur_gap,score_per_risk,atr_pct,market_factor,score_factor,label_win,label_tp_level,label_pnl_pct,label_max_favorable,label_max_adverse,label_bars
1000PEPEUSDT,1,-1,0.6069,1.0000,0.0000,0.004472,0.020138,0.003428,0.006284,0.010000,0.1702,0.3121,0.8426,0.8561,0.4353,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8764,D,0.6924,0.9842,1.9357,0.171189,0.4353,1.0000,30.14,0.000000,1.0000,0.8616,1.0,1.0,0.003428,0.004584,0.002035,2
XPLUSDT,1,-1,0.5810,1.0000,0.0000,0.095300,0.023722,0.003247,0.006000,0.010000,0.1369,0.2529,0.7796,0.8782,0.4170,0.6500,1.0000,0.8148,1.0000,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8613,D,0.6745,0.8877,1.8696,0.172685,0.4170,1.0000,24.49,0.000000,1.0000,0.8535,1.0,1.0,0.003247,0.007345,0.001049,4
ETHUSDT,1,-1,0.6117,1.0000,0.0000,1963.060059,0.009539,0.009068,0.011068,0.013068,0.9506,1.1603,0.8426,0.9232,0.3990,0.5000,1.0000,0.8148,1.0000,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8952,D,0.6834,0.9126,2.1120,0.221488,0.3990,1.0000,64.13,0.000000,1.0000,0.8575,1.0,1.0,0.009068,0.009190,0.001864,33
PUMPUSDT,1,-1,0.6075,1.0000,0.0000,0.002173,0.015185,0.003000,0.006000,0.010000,0.1976,0.3951,0.8426,0.8541,0.4353,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8781,D,0.6919,0.9865,1.9357,0.170711,0.4353,1.0000,40.01,0.000000,1.0000,0.8613,0.0,0.0,-0.008744,0.002761,0.013346,100
TRUMPUSDT,1,-1,0.5820,1.0000,0.0000,3.373000,0.014289,0.003000,0.006000,0.010000,0.2099,0.4199,0.7796,0.8698,0.4166,0.6500,1.0000,0.8148,1.0000,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8660,D,0.6721,0.8963,1.8714,0.170461,0.4166,1.0000,40.73,0.000000,1.0000,0.8524,1.0,1.0,0.003000,0.003261,0.002965,17
ETHUSDT,1,-1,0.5944,1.0000,0.0000,1958.619995,0.011868,0.006821,0.008821,0.010000,0.5747,0.7433,0.8426,0.9322,0.3887,0.5000,1.0000,0.8148,1.0000,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8691,D,0.6840,0.9039,2.1679,0.227216,0.3887,1.0000,50.09,0.000000,1.0000,0.8578,1.0,1.0,0.006821,0.006944,0.004136,32
WIFUSDT,1,-1,0.5873,1.0000,0.0000,0.227700,0.020570,0.003000,0.006000,0.010000,0.1458,0.2917,0.7796,0.8724,0.4351,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8684,D,0.6763,0.8937,1.7920,0.164136,0.4351,1.0000,28.55,0.000000,1.0000,0.8543,1.0,1.0,0.003000,0.006588,0.003074,5
XPLUSDT,1,-1,0.5854,1.0000,0.0000,0.095200,0.024434,0.003199,0.006000,0.010000,0.1309,0.2456,0.7796,0.8859,0.4246,0.6500,1.0000,0.8148,1.0000,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8632,D,0.6781,0.8800,1.8360,0.171998,0.4246,1.0000,23.96,0.000000,1.0000,0.8551,1.0,1.0,0.003199,0.006303,0.001050,3
INITUSDT,1,-1,0.7067,1.0000,0.0000,0.105500,0.042961,0.169308,0.171308,0.173308,3.9410,3.9875,0.8426,0.6486,0.5287,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0849,C,0.6514,1.2991,1.5937,0.112462,0.5287,1.0000,16.45,0.000000,1.0000,0.8431,0.0,-1.0,-0.042961,0.040284,0.085213,27
SIRENUSDT,1,-1,0.5831,1.0000,0.0000,0.139060,0.005355,0.009181,0.011181,0.012231,1.7145,2.0881,0.5241,0.7539,0.6729,0.6500,1.0000,0.7418,1.0000,0.7000,0.3473,0.8000,0.1412,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9938,C,0.5867,0.6952,0.7789,0.082410,0.5241,1.0000,108.89,0.000000,1.0000,0.8140,0.0,-1.0,-0.005355,0.003524,0.006760,7
STABLEUSDT,1,-1,0.6704,1.0000,0.0000,0.024785,0.006905,0.027574,0.029574,0.031574,3.9936,4.2832,0.8426,0.5388,0.5656,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0686,C,0.6274,1.5638,1.4896,0.118923,0.5388,1.0000,97.10,0.000000,1.0000,0.8323,1.0,1.0,0.027574,0.034134,0.003510,2
1000PEPEUSDT,1,-1,0.5798,1.0000,0.0000,0.004465,0.021637,0.003645,0.006682,0.010327,0.1685,0.3088,0.7796,0.8662,0.4174,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8639,D,0.6712,0.9001,1.8677,0.169128,0.4174,1.0000,26.80,0.000000,1.0000,0.8520,1.0,1.0,0.003645,0.003740,0.002038,4
XPLUSDT,1,-1,0.5881,1.0000,0.0000,0.095100,0.025499,0.003154,0.006000,0.010000,0.1237,0.2353,0.7796,0.8941,0.4280,0.6500,1.0000,0.8148,1.0000,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8635,D,0.6810,0.8720,1.8215,0.173134,0.4280,1.0000,23.06,0.000000,1.0000,0.8565,1.0,1.0,0.003154,0.005258,0.002103,2
BTCUSDT,1,-1,0.5668,1.0000,0.0000,68599.898438,0.002000,0.003000,0.006000,0.010000,1.4999,2.9999,0.5241,0.8885,0.6539,0.5000,1.0000,0.7418,1.0000,0.8000,0.1412,0.7000,0.3473,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9453,C,0.5996,0.5899,0.8015,0.154083,0.5000,1.0000,283.39,0.000000,1.0000,0.8198,1.0,1.0,0.003000,0.003586,0.000139,2
AVAXUSDT,1,-1,0.5581,1.0000,0.0000,9.214000,0.008473,0.003000,0.006000,0.010000,0.3541,0.7082,0.7796,0.8633,0.4302,0.5000,1.0000,0.8148,1.0000,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8565,D,0.6516,0.9030,1.8123,0.182314,0.4302,1.0000,65.87,0.000000,1.0000,0.8432,1.0,1.0,0.003000,0.005969,0.000977,15
INITUSDT,1,-1,0.7390,1.0000,0.0000,0.106490,0.042956,0.177031,0.179031,0.181031,4.1212,4.1678,0.8426,0.7058,0.5515,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0999,C,0.6719,1.1939,1.5277,0.105212,0.5515,1.0000,17.20,0.000000,1.0000,0.8523,0.0,-1.0,-0.042956,0.049207,0.075124,26
DOGEUSDT,1,-1,0.5629,1.0000,0.0000,0.104380,0.014205,0.003000,0.006000,0.010000,0.2112,0.4224,0.8426,0.8587,0.4041,0.5000,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8450,D,0.6661,0.9813,2.0853,0.202246,0.4041,1.0000,39.63,0.000000,1.0000,0.8498,1.0,1.0,0.003000,0.004982,0.003257,14
BTCUSDT,1,-1,0.5503,1.0000,0.0000,68546.898438,0.002000,0.003000,0.006000,0.010000,1.5000,3.0000,0.5241,0.8978,0.5776,0.5000,1.0000,0.7418,1.0000,0.8000,0.1412,0.7000,0.3473,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9356,C,0.5882,0.5838,0.9075,0.160068,0.5000,1.0000,275.15,0.000000,1.0000,0.8147,0.0,-1.0,-0.002000,0.002816,0.002086,8
INITUSDT,1,-1,0.7257,1.0000,0.0000,0.106560,0.041910,0.177374,0.179374,0.181374,4.2323,4.2800,0.8426,0.6580,0.5665,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0975,C,0.6612,1.2806,1.4873,0.100861,0.5665,1.0000,17.32,0.000000,1.0000,0.8475,0.0,-1.0,-0.041910,0.049831,0.074418,25
SIRENUSDT,1,-1,0.6036,1.0000,0.0000,0.139090,0.004928,0.009394,0.011394,0.011577,1.9064,2.3123,0.5241,0.8324,0.6492,0.6500,1.0000,0.7418,1.0000,0.7000,0.3473,0.8000,0.1412,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9994,C,0.6039,0.6296,0.8074,0.109937,0.5241,1.0000,122.48,0.000000,1.0000,0.8218,0.0,-1.0,-0.004928,0.003739,0.006543,5
PENGUUSDT,1,-1,0.5593,1.0000,0.0000,0.006983,0.019157,0.003069,0.006000,0.010000,0.1602,0.3132,0.7796,0.8778,0.3603,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8427,D,0.6637,0.8882,2.1639,0.194605,0.3603,1.0000,29.20,0.000000,1.0000,0.8487,1.0,1.0,0.003069,0.003150,0.005871,13
PIPPINUSDT,1,-1,0.5699,1.0000,0.0000,0.714230,0.003462,0.011036,0.013036,0.015036,3.1877,3.7653,0.5278,0.8598,0.5732,0.6500,1.0000,0.6000,1.0000,0.8000,0.3175,0.5000,0.1825,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0144,C,0.5618,0.6138,0.9208,0.127316,0.5278,1.0000,164.60,0.000000,1.0000,0.8028,0.0,-1.0,-0.003462,0.001120,0.006525,2
BTRUSDT,1,-1,0.6825,1.0000,0.0000,0.219220,0.009854,0.039862,0.041862,0.043862,4.0452,4.2482,0.7796,0.8729,0.3558,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0317,C,0.6615,0.8932,2.1909,0.195030,0.3558,1.0000,69.25,0.000000,1.0000,0.8477,0.0,-1.0,-0.009854,0.000000,0.012225,1
TRUMPUSDT,1,-1,0.5524,1.0000,0.0000,3.366000,0.015794,0.003000,0.006000,0.010000,0.1899,0.3799,0.7167,0.8859,0.3950,0.6500,1.0000,0.8148,1.0000,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8475,D,0.6518,0.8090,1.8144,0.176453,0.3950,1.0000,34.97,0.000000,1.0000,0.8433,1.0,1.0,0.003000,0.003565,0.005051,30
INITUSDT,1,-1,0.7355,1.0000,0.0000,0.106830,0.040968,0.178349,0.180349,0.182349,4.3534,4.4022,0.8426,0.6551,0.5951,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.1046,B,0.6658,1.2861,1.4158,0.093580,0.5951,1.0000,17.95,0.000000,1.0000,0.8496,0.0,-1.0,-0.040968,0.052233,0.071703,24
1000PEPEUSDT,1,-1,0.6074,1.0000,0.0000,0.004457,0.023387,0.003736,0.006850,0.010587,0.1598,0.2929,0.8426,0.8738,0.4274,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8727,D,0.6959,0.9643,1.9713,0.178410,0.4274,1.0000,25.97,0.000000,1.0000,0.8632,1.0,1.0,0.003736,0.003859,0.006305,10
MOODENGUSDT,1,-1,0.5526,1.0000,0.0000,0.054920,0.022042,0.003625,0.006646,0.010271,0.1645,0.3015,0.7796,0.8859,0.3384,0.6500,1.0000,0.8148,1.0000,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8348,D,0.6619,0.8800,2.3037,0.205427,0.3384,1.0000,25.07,0.000000,1.0000,0.8478,1.0,1.0,0.003625,0.006191,0.007101,29
ADAUSDT,1,-1,0.5614,1.0000,0.0000,0.278200,0.016081,0.003000,0.006000,0.010000,0.1866,0.3731,0.8426,0.8833,0.3880,0.5000,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8379,D,0.6700,0.9540,2.1714,0.213645,0.3880,1.0000,34.91,0.000000,1.0000,0.8515,1.0,1.0,0.003000,0.003595,0.005751,29
PENGUUSDT,1,-1,0.5547,1.0000,0.0000,0.006978,0.019888,0.003073,0.006000,0.010000,0.1545,0.3017,0.8426,0.7828,0.3524,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8454,D,0.6562,1.0763,2.3908,0.189139,0.3524,1.0000,27.89,0.000000,1.0000,0.8453,1.0,1.0,0.003073,0.004586,0.006592,28
BTRUSDT,1,-1,0.7366,1.0000,0.0000,0.221700,0.010429,0.050602,0.052603,0.054603,4.8519,5.0436,0.7796,0.8742,0.4801,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0750,C,0.6852,0.8918,1.6238,0.147867,0.4801,1.0000,70.63,0.000000,1.0000,0.8584,1.0,1.0,0.050602,0.064321,0.001353,69
ZECUSDT,1,-1,0.5673,1.0000,0.0000,293.040009,0.002000,0.005010,0.016517,0.018939,2.5048,8.2581,0.5634,0.8567,0.6493,0.5000,1.0000,0.6000,1.0000,0.8000,0.5446,0.3000,0.0686,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0033,C,0.5654,0.6577,0.8677,0.134614,0.5000,1.0000,283.65,0.000000,1.0000,0.8044,0.0,-1.0,-0.002000,0.000171,0.003003,1
BTRUSDT,1,-1,0.7995,1.0000,0.0000,0.221860,0.010018,0.048833,0.050833,0.052833,4.8747,5.0744,0.8426,0.8800,0.5589,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.1066,B,0.7224,0.9575,1.5076,0.133066,0.5589,1.0000,79.81,0.000000,1.0000,0.8751,1.0,1.0,0.048833,0.064996,0.000631,68
1000PEPEUSDT,1,-1,0.6067,1.0000,0.0000,0.004453,0.024301,0.003630,0.006654,0.010284,0.1494,0.2738,0.8426,0.8729,0.4274,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8721,D,0.6957,0.9652,1.9713,0.178203,0.4274,1.0000,24.97,0.000000,1.0000,0.8631,1.0,1.0,0.003630,0.004379,0.007231,11
INITUSDT,1,-1,0.5595,1.0000,0.0000,0.102610,0.042535,0.128675,0.130675,0.132675,3.0252,3.0722,0.5198,0.8919,0.4105,0.6500,1.0000,0.7164,1.0000,0.7000,0.3255,0.8000,0.1492,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9830,C,0.5692,0.5828,1.2663,0.179428,0.4105,1.0000,13.15,0.000000,1.0000,0.8061,0.0,-1.0,-0.042535,0.013254,0.045902,19
BTRUSDT,1,-1,0.7985,1.0000,0.0000,0.221860,0.009493,0.046406,0.048406,0.050406,4.8887,5.0994,0.8426,0.8845,0.5539,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.1049,B,0.7227,0.9527,1.5212,0.135933,0.5539,1.0000,84.12,0.000000,1.0000,0.8752,1.0,1.0,0.046406,0.064996,0.000631,67
WLDUSDT,1,1,0.5593,1.0000,0.0000,0.402100,0.003744,0.009589,0.011589,0.013589,2.5612,3.0955,0.5241,0.8595,0.7060,0.3500,1.0000,0.7418,1.0000,0.7000,0.3473,0.8000,0.1412,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9634,C,0.5806,0.6098,0.7424,0.191342,0.3500,1.0000,149.41,0.000000,1.0000,0.8113,0.0,-1.0,-0.003744,0.001741,0.005720,10
INITUSDT,1,-1,0.5581,1.0000,0.0000,0.102790,0.042974,0.130201,0.132201,0.134201,3.0297,3.0763,0.5198,0.8848,0.4105,0.6500,1.0000,0.7164,1.0000,0.7000,0.3255,0.8000,0.1492,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9838,C,0.5673,0.5875,1.2663,0.176711,0.4105,1.0000,12.99,0.000000,1.0000,0.8053,0.0,-1.0,-0.042974,0.013328,0.044070,18
STABLEUSDT,1,-1,0.5774,1.0000,0.0000,0.024430,0.004019,0.012321,0.015002,0.023185,3.0654,3.7324,0.5262,0.5759,0.7489,0.6500,1.0000,0.7542,1.0000,0.7000,0.3578,0.8000,0.1373,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0400,C,0.5552,0.9138,0.7027,0.083857,0.5262,1.0000,143.66,0.000000,1.0000,0.7998,0.0,-1.0,-0.004019,0.001228,0.011993,1
INITUSDT,1,-1,0.6596,1.0000,0.0000,0.103990,0.041565,0.140238,0.142238,0.144238,3.3739,3.4220,0.8426,0.5523,0.5161,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0606,C,0.6219,1.5256,1.6325,0.126672,0.5161,1.0000,15.87,0.000000,1.0000,0.8299,0.0,-1.0,-0.041565,0.024714,0.100971,20
STABLEUSDT,1,-1,0.5510,1.0000,0.0000,0.024603,0.011560,0.019193,0.021193,0.024566,1.6603,1.8333,0.5278,0.8810,0.6335,0.6500,1.0000,0.6000,1.0000,0.5000,0.1868,0.8000,0.3132,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9541,C,0.5776,0.5991,0.8331,0.128876,0.5278,1.0000,47.67,0.000000,1.0000,0.8099,0.0,0.0,-0.001788,0.016583,0.006137,100
BTRUSDT,1,-1,0.6481,1.0000,0.0000,0.221780,0.009034,0.046062,0.048062,0.050062,5.0987,5.3201,0.8426,0.4936,0.5653,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0544,C,0.6146,1.7070,1.4904,0.130511,0.4936,1.0000,71.73,0.000000,1.0000,0.8266,1.0,1.0,0.046062,0.064659,0.000992,66
SPACEUSDT,1,-1,0.5861,1.0000,0.0000,0.009027,0.016036,0.031401,0.033401,0.034077,1.9582,2.0829,0.5262,0.8322,0.5600,0.6500,1.0000,0.7542,1.0000,0.7000,0.3578,0.8000,0.1373,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9914,C,0.5912,0.6323,0.9397,0.118721,0.5262,1.0000,36.55,0.000000,1.0000,0.8160,0.0,-1.0,-0.016036,0.011521,0.016728,13
INITUSDT,1,-1,0.5953,1.0000,0.0000,0.103640,0.040120,0.125907,0.127907,0.129907,3.1383,3.1881,0.8426,0.4319,0.4931,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0200,C,0.5836,1.9511,1.7089,0.158889,0.4319,1.0000,14.84,0.000000,1.0000,0.8126,0.0,-1.0,-0.040120,0.021420,0.104689,18
INITUSDT,1,-1,0.5809,1.0000,0.0000,0.102900,0.040499,0.119621,0.121621,0.123621,2.9537,3.0031,0.5262,0.8660,0.4491,0.6500,1.0000,0.7542,1.0000,0.7000,0.3578,0.8000,0.1373,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0014,C,0.5801,0.6077,1.1719,0.157641,0.4491,1.0000,14.34,0.000000,1.0000,0.8110,0.0,-1.0,-0.040499,0.012925,0.042954,14
INITUSDT,1,-1,0.5555,1.0000,0.0000,0.102670,0.039683,0.099423,0.101423,0.103423,2.5055,2.5559,0.5262,0.7940,0.4491,0.6500,1.0000,0.7542,1.0000,0.7000,0.3578,0.8000,0.1373,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9916,C,0.5602,0.6628,1.1719,0.130630,0.4491,1.0000,14.00,0.000000,1.0000,0.8021,0.0,-1.0,-0.039683,0.010714,0.045291,13
SPACEUSDT,1,-1,0.6069,1.0000,0.0000,0.009068,0.015786,0.035416,0.037416,0.039416,2.2435,2.3702,0.5262,0.8273,0.6078,0.6500,1.0000,0.7542,1.0000,0.7000,0.3578,0.8000,0.1373,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0139,C,0.5986,0.6361,0.8658,0.110122,0.5262,1.0000,38.45,0.000000,1.0000,0.8194,0.0,-1.0,-0.015786,0.015990,0.025143,13
POWERUSDT,1,-1,0.7705,1.0000,0.0000,0.215400,0.018861,0.070184,0.072184,0.074184,3.7211,3.8271,0.8426,0.9006,0.4798,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0801,C,0.7133,0.9356,1.7560,0.165986,0.4798,1.0000,40.85,0.000000,1.0000,0.8710,0.0,-1.0,-0.018861,0.000046,0.026695,6
WLDUSDT,1,1,0.5619,1.0000,0.0000,0.401400,0.003539,0.009245,0.011245,0.013245,2.6122,3.1773,0.5241,0.8484,0.7279,0.3500,1.0000,0.7418,1.0000,0.7000,0.3473,0.8000,0.1412,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9662,C,0.5815,0.6178,0.7201,0.190826,0.3500,1.0000,158.76,0.000000,1.0000,0.8117,0.0,-1.0,-0.003539,0.001744,0.003986,3
1000PEPEUSDT,1,-1,0.5583,1.0000,0.0000,0.004441,0.022752,0.004114,0.007543,0.011657,0.1808,0.3315,0.7796,0.8690,0.3603,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8443,D,0.6612,0.8972,2.1639,0.192236,0.3603,1.0000,24.54,0.000000,1.0000,0.8475,1.0,1.0,0.004114,0.005516,0.002679,11
BTRUSDT,1,-1,0.6563,1.0000,0.0000,0.221720,0.006988,0.041428,0.043428,0.045428,5.9287,6.2150,0.8426,0.5102,0.5653,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0597,C,0.6193,1.6516,1.4904,0.126055,0.5102,1.0000,93.92,0.000000,1.0000,0.8287,1.0,1.0,0.041428,0.045282,0.001263,59
ADAUSDT,1,1,0.5783,1.0000,0.0000,0.278800,0.003240,0.011358,0.013358,0.015358,3.5053,4.1225,0.5241,0.8436,0.5671,0.5000,1.0000,0.7418,1.0000,0.7000,0.3473,0.8000,0.1412,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0121,C,0.5714,0.6213,0.9242,0.137710,0.5000,1.0000,178.47,0.000000,1.0000,0.8071,0.0,-1.0,-0.003240,0.001076,0.003946,3
SPACEUSDT,1,-1,0.6143,1.0000,0.0000,0.009007,0.006510,0.027233,0.029233,0.034261,4.1829,4.4901,0.5262,0.8316,0.5689,0.6500,1.0000,0.7542,1.0000,0.7000,0.3578,0.8000,0.1373,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0366,C,0.5926,0.6328,0.9251,0.116969,0.5262,1.0000,94.36,0.000000,1.0000,0.8167,0.0,-1.0,-0.006510,0.004996,0.018985,8
BTRUSDT,1,-1,0.7555,1.0000,0.0000,0.221450,0.006816,0.039789,0.041789,0.043789,5.8374,6.1308,0.8426,0.8079,0.5075,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0912,C,0.6924,1.0429,1.6604,0.133728,0.5075,1.0000,110.84,0.000000,1.0000,0.8616,1.0,1.0,0.039789,0.044118,0.002484,58
SIRENUSDT,1,-1,0.5764,1.0000,0.0000,0.139280,0.004027,0.009352,0.011352,0.011730,2.3225,2.8192,0.5241,0.7611,0.5613,0.6500,1.0000,0.7418,1.0000,0.7000,0.3473,0.8000,0.1412,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0144,C,0.5683,0.6887,0.9338,0.091341,0.5241,1.0000,143.16,0.000000,1.0000,0.8057,0.0,-1.0,-0.004027,0.003375,0.006103,13
POWERUSDT,1,-1,0.7572,1.0000,0.0000,0.218170,0.018779,0.081990,0.083990,0.085990,4.3660,4.4725,0.8426,0.7170,0.5851,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.1113,B,0.6814,1.1752,1.4400,0.095280,0.5851,1.0000,40.32,0.000000,1.0000,0.8566,0.0,-1.0,-0.018779,0.006280,0.022139,6
POWERUSDT,1,-1,0.7597,1.0000,0.0000,0.217470,0.018303,0.075104,0.077104,0.079104,4.1033,4.2125,0.8426,0.6814,0.6291,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.1179,B,0.6796,1.2366,1.3393,0.083966,0.6291,1.0000,41.51,0.000000,1.0000,0.8558,0.0,-1.0,-0.018303,0.001242,0.025429,5
SIRENUSDT,1,-1,0.5543,1.0000,0.0000,0.139050,0.005681,0.007707,0.009707,0.011679,1.3566,1.7087,0.5241,0.8300,0.5779,0.6500,1.0000,0.7418,1.0000,0.7000,0.3473,0.8000,0.1412,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9391,C,0.5902,0.6315,0.9070,0.115499,0.5241,1.0000,97.56,0.000000,1.0000,0.8156,0.0,-1.0,-0.005681,0.001726,0.007767,12
BTRUSDT,1,-1,0.7300,1.0000,0.0000,0.221770,0.007232,0.041175,0.043175,0.045175,5.6930,5.9696,0.8426,0.7591,0.4853,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0823,C,0.6745,1.1100,1.7361,0.133612,0.4853,1.0000,100.93,0.000000,1.0000,0.8535,1.0,1.0,0.041175,0.045498,0.001037,57
INITUSDT,1,-1,0.7740,1.0000,0.0000,0.104200,0.035878,0.104050,0.106050,0.108050,2.9001,2.9559,0.8426,0.8544,0.5239,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0923,C,0.7086,0.9862,1.6083,0.138220,0.5239,1.0000,21.57,0.000000,1.0000,0.8689,0.0,-1.0,-0.035878,0.015931,0.098752,12
XRPUSDT,1,-1,0.5608,1.0000,0.0000,1.468300,0.018694,0.003000,0.006000,0.010000,0.1605,0.3210,0.8426,0.7919,0.4472,0.5000,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8556,D,0.6554,1.0640,1.8841,0.173760,0.4472,1.0000,30.00,0.000000,1.0000,0.8449,1.0,1.0,0.003000,0.003065,0.003201,8
