symbol,tf_minutes,side,final_score,ml_score,heur_score,entry_price,sl_pct,tp1_pct,tp2_pct,tp3_pct,risk_reward,risk_reward_tp2,predictors_score,raw_signals_score,indicators_score,market_score,coverage_score,consensus_score,price10_score,bounce_prob,bounce_score,breakout_prob,breakout_score,trend_strength,momentum_strength,volatility_regime,volume_spike_score,level_aware,market_quality_score,quality_multiplier,quality_grade,original_score,pred_vs_raw,pred_vs_ind,component_std,component_min,ml_heur_gap,score_per_risk,atr_pct,market_factor,score_factor,label_win,label_tp_level,label_pnl_pct,label_max_favorable,label_max_adverse,label_bars
EULUSDT,1,-1,0.5540,0.2228,0.3686,1.061000,0.022381,0.004320,0.007920,0.012240,0.1930,0.3539,0.5547,0.7527,0.6153,0.6500,1.0000,0.8973,0.2228,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8935,D,0.6201,0.7370,0.9016,0.071834,0.5547,0.1457,24.75,0.000000,1.0000,0.8290,1.0,1.0,0.004320,0.005655,0.003770,11
MOODENGUSDT,1,-1,0.6043,1.0000,0.0000,0.055170,0.002977,0.010546,0.012546,0.014546,3.5426,4.2144,0.5634,0.8863,0.6141,0.6500,1.0000,0.6000,1.0000,0.8000,0.5446,0.3000,0.0686,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0307,C,0.5863,0.6357,0.9175,0.123897,0.5634,1.0000,203.00,0.000000,1.0000,0.8138,0.0,-1.0,-0.002977,0.005438,0.003081,37
EULUSDT,1,-1,0.6032,1.0000,0.0000,1.063000,0.017617,0.004407,0.008080,0.012487,0.2502,0.4586,0.8426,0.6805,0.5437,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9094,C,0.6633,1.2381,1.5498,0.107138,0.5437,1.0000,34.24,0.000000,1.0000,0.8485,1.0,1.0,0.004407,0.004704,0.000000,1
BERAUSDT,1,-1,0.6219,0.4299,0.5556,0.645500,0.002255,0.008028,0.010028,0.012028,3.5607,4.4477,0.5055,0.6365,0.6015,0.6500,1.0000,0.9740,0.4299,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0702,C,0.5811,0.7942,0.8404,0.056462,0.5055,0.1256,275.83,0.000000,1.0000,0.8115,0.0,-1.0,-0.002255,0.000155,0.003408,4
ETHUSDT,1,-1,0.6064,0.2600,0.4070,1966.260010,0.002000,0.006848,0.007705,0.010000,3.4240,3.8525,0.4426,0.9244,0.5757,0.5000,1.0000,0.9111,0.2600,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0020,C,0.6052,0.4788,0.7688,0.187173,0.4426,0.1470,303.21,0.000000,1.0000,0.8224,0.0,-1.0,-0.002000,0.001414,0.002360,34
EULUSDT,1,-1,0.5816,1.0000,0.0000,1.061000,0.019557,0.004504,0.008257,0.012761,0.2303,0.4222,0.8426,0.5959,0.5773,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9007,C,0.6457,1.4139,1.4595,0.105134,0.5773,1.0000,29.74,0.000000,1.0000,0.8406,1.0,1.0,0.004504,0.005655,0.002828,9
DOGEUSDT,1,-1,0.5637,1.0000,0.0000,0.102560,0.002060,0.005942,0.006000,0.010000,2.8851,2.9133,0.5634,0.8976,0.5906,0.5000,1.0000,0.6000,1.0000,0.8000,0.5446,0.3000,0.0686,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9962,C,0.5659,0.6277,0.9540,0.153476,0.5000,1.0000,273.71,0.000000,1.0000,0.8046,0.0,-1.0,-0.002060,0.002145,0.003900,35
SIRENUSDT,1,-1,0.5679,1.0000,0.0000,0.150710,0.009183,0.031235,0.033235,0.035235,3.4013,3.6191,0.5278,0.8494,0.5729,0.6500,1.0000,0.6000,1.0000,0.5000,0.1868,0.8000,0.3132,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0158,C,0.5590,0.6213,0.9212,0.123149,0.5278,1.0000,61.84,0.000000,1.0000,0.8016,0.0,-1.0,-0.009183,0.010616,0.009887,23
BCHUSDT,1,-1,0.5618,1.0000,0.0000,564.530029,0.002000,0.010451,0.012267,0.016137,5.2255,6.1333,0.5278,0.9173,0.6034,0.5000,1.0000,0.6000,1.0000,0.8000,0.3175,0.5000,0.1825,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9989,C,0.5624,0.5754,0.8747,0.166120,0.5000,1.0000,280.89,0.000000,1.0000,0.8031,0.0,-1.0,-0.002000,0.000673,0.003206,3
BERAUSDT,1,-1,0.5952,0.2803,0.4070,0.646400,0.002267,0.009352,0.011352,0.013352,4.1246,5.0067,0.4501,0.7859,0.5339,0.6500,1.0000,0.9186,0.2803,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0216,C,0.5826,0.5728,0.8431,0.126280,0.4501,0.1267,262.48,0.000000,1.0000,0.8122,0.0,-1.0,-0.002267,0.001083,0.002785,4
IPUSDT,1,-1,0.5704,1.0000,0.0000,1.121000,0.003359,0.008029,0.010029,0.012029,2.3900,2.9854,0.5647,0.8944,0.5394,0.6500,1.0000,0.6000,1.0000,0.8000,0.5511,0.3000,0.0662,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9903,C,0.5760,0.6314,1.0469,0.140203,0.5394,1.0000,169.80,0.000000,1.0000,0.8092,0.0,-1.0,-0.003359,0.004460,0.005352,42
DOGEUSDT,1,-1,0.5562,1.0000,0.0000,0.102530,0.002047,0.005822,0.006000,0.010000,2.8443,2.9315,0.5634,0.8925,0.5678,0.5000,1.0000,0.6000,1.0000,0.8000,0.5446,0.3000,0.0686,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9920,C,0.5606,0.6313,0.9924,0.153376,0.5000,1.0000,271.73,0.000000,1.0000,0.8023,0.0,-1.0,-0.002047,0.001853,0.004194,34
ETHUSDT,1,-1,0.6026,0.2600,0.4070,1966.359985,0.002000,0.006899,0.007755,0.010000,3.4492,3.8777,0.4426,0.9065,0.5757,0.5000,1.0000,0.9111,0.2600,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0043,C,0.6000,0.4882,0.7688,0.179711,0.4426,0.1470,301.31,0.000000,1.0000,0.8200,0.0,-1.0,-0.002000,0.001465,0.002309,33
BERAUSDT,1,-1,0.6024,0.2331,0.3795,0.645800,0.002149,0.008390,0.010390,0.012390,3.9041,4.8347,0.4326,0.9049,0.5160,0.6500,1.0000,0.9011,0.2331,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9966,C,0.6044,0.4781,0.8383,0.178788,0.4326,0.1465,280.31,0.000000,1.0000,0.8220,0.0,-1.0,-0.002149,0.000155,0.002942,1
SIRENUSDT,1,-1,0.5939,1.0000,0.0000,0.150300,0.008877,0.026767,0.028767,0.030767,3.0154,3.2407,0.5262,0.8390,0.5009,0.6500,1.0000,0.7542,1.0000,0.7000,0.3578,0.8000,0.1373,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0202,C,0.5822,0.6272,1.0506,0.133718,0.5009,1.0000,66.91,0.000000,1.0000,0.8120,0.0,-1.0,-0.008877,0.007917,0.010313,18
IPUSDT,1,-1,0.5624,1.0000,0.0000,1.121000,0.003323,0.008029,0.010029,0.012029,2.4159,3.0178,0.5647,0.8878,0.5150,0.6500,1.0000,0.6000,1.0000,0.8000,0.5511,0.3000,0.0662,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9865,C,0.5701,0.6361,1.0964,0.143122,0.5150,1.0000,169.23,0.000000,1.0000,0.8065,0.0,-1.0,-0.003323,0.004460,0.005352,41
FHEUSDT,1,-1,0.6966,1.0000,0.0000,0.051460,0.017742,0.056069,0.058069,0.060069,3.1602,3.2730,0.8426,0.6571,0.4952,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0758,C,0.6475,1.2823,1.7016,0.123100,0.4952,1.0000,39.26,0.000000,1.0000,0.8414,0.0,-1.0,-0.017742,0.002526,0.018072,4
FHEUSDT,1,-1,0.7148,1.0000,0.0000,0.051510,0.017124,0.056986,0.058986,0.060986,3.3277,3.4445,0.8426,0.7529,0.4552,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0716,C,0.6670,1.1192,1.8512,0.144140,0.4552,1.0000,41.74,0.000000,1.0000,0.8502,0.0,-1.0,-0.017124,0.000000,0.019996,4
BCHUSDT,1,-1,0.5531,0.1170,0.2033,565.770020,0.002044,0.012607,0.014411,0.018294,6.1674,7.0501,0.4526,0.9239,0.4224,0.5000,1.0000,0.8581,0.1170,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9732,C,0.5684,0.4899,1.0715,0.203490,0.4224,0.0863,270.59,0.000000,1.0000,0.8058,0.0,-1.0,-0.002044,0.000159,0.003341,1
ETHUSDT,1,-1,0.7291,1.0000,0.0000,1968.099976,0.002000,0.007777,0.008633,0.010320,3.8883,4.3164,0.7796,0.9297,0.5137,0.5000,1.0000,0.8148,1.0000,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0627,C,0.6861,0.8386,1.5177,0.181893,0.5000,1.0000,364.55,0.000000,1.0000,0.8587,0.0,-1.0,-0.002000,0.002347,0.002083,38
AXSUSDT,1,1,0.5524,1.0000,0.0000,1.361000,0.002000,0.005327,0.006000,0.010000,2.6635,3.0000,0.5634,0.8363,0.6080,0.5000,1.0000,0.6000,1.0000,0.8000,0.5446,0.3000,0.0686,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9987,C,0.5531,0.6737,0.9266,0.126839,0.5000,1.0000,276.19,0.000000,1.0000,0.7989,0.0,-1.0,-0.002000,0.000735,0.002204,3
1000PEPEUSDT,1,-1,0.5608,1.0000,0.0000,0.004449,0.002000,0.003028,0.006000,0.010000,1.5138,2.9999,0.5241,0.8317,0.5619,0.6500,1.0000,0.7418,1.0000,0.7000,0.3473,0.8000,0.1412,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9541,C,0.5878,0.6302,0.9327,0.118698,0.5241,1.0000,280.38,0.000000,1.0000,0.8145,0.0,-1.0,-0.002000,0.000157,0.002045,5
SIRENUSDT,1,-1,0.5617,1.0000,0.0000,0.149610,0.008459,0.021679,0.023679,0.025679,2.5629,2.7993,0.5198,0.8459,0.4742,0.6500,1.0000,0.7164,1.0000,0.7000,0.3255,0.8000,0.1492,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9885,C,0.5682,0.6145,1.0962,0.144222,0.4742,1.0000,66.40,0.000000,1.0000,0.8057,0.0,-1.0,-0.008459,0.002406,0.011029,7
SIRENUSDT,1,-1,0.5923,1.0000,0.0000,0.149830,0.008415,0.022881,0.024881,0.026881,2.7191,2.9568,0.5262,0.8445,0.5122,0.6500,1.0000,0.7542,1.0000,0.7000,0.3578,0.8000,0.1373,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0111,C,0.5857,0.6232,1.0273,0.133211,0.5122,1.0000,70.38,0.000000,1.0000,0.8136,0.0,-1.0,-0.008415,0.000267,0.009544,6
ETHUSDT,1,-1,0.6544,1.0000,0.0000,1968.640015,0.002000,0.008049,0.008905,0.010000,4.0244,4.4523,0.7167,0.7394,0.5142,0.5000,1.0000,0.8148,1.0000,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0698,C,0.6117,0.9692,1.3937,0.110870,0.5000,1.0000,327.22,0.000000,1.0000,0.8253,0.0,-1.0,-0.002000,0.002621,0.002418,37
MOODENGUSDT,1,-1,0.6263,0.2465,0.3935,0.055220,0.002740,0.009673,0.011673,0.013673,3.5298,4.2596,0.5006,0.8705,0.4897,0.6500,1.0000,0.9061,0.2465,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0212,C,0.6134,0.5751,1.0222,0.153821,0.4897,0.1470,228.55,0.000000,1.0000,0.8260,0.0,-1.0,-0.002740,0.006338,0.004346,29
BERAUSDT,1,-1,0.6485,0.2723,0.4190,0.646400,0.002650,0.008987,0.010987,0.012987,3.3918,4.1467,0.5101,0.8992,0.5116,0.6500,1.0000,0.9157,0.2723,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0274,C,0.6312,0.5673,0.9972,0.158620,0.5101,0.1467,244.75,0.000000,1.0000,0.8340,0.0,-1.0,-0.002650,0.000773,0.003558,5
SIRENUSDT,1,-1,0.5959,1.0000,0.0000,0.150600,0.008211,0.025321,0.027321,0.029321,3.0836,3.3272,0.5262,0.7456,0.5700,0.6500,1.0000,0.7542,1.0000,0.7000,0.3578,0.8000,0.1373,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0472,C,0.5691,0.7058,0.9232,0.083543,0.5262,1.0000,72.57,0.000000,1.0000,0.8061,0.0,-1.0,-0.008211,0.003519,0.008300,11
ETHUSDT,1,-1,0.5599,0.1767,0.2931,1968.449951,0.002000,0.007953,0.008809,0.010000,3.9765,4.4045,0.4118,0.9243,0.4978,0.5000,1.0000,0.8803,0.1767,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9761,C,0.5736,0.4455,0.8272,0.199986,0.4118,0.1163,279.93,0.000000,1.0000,0.8081,0.0,-1.0,-0.002000,0.002525,0.002515,34
DOGEUSDT,1,-1,0.5861,0.2378,0.3642,0.102670,0.002008,0.006618,0.008618,0.010000,3.2950,4.2909,0.4973,0.8807,0.4647,0.5000,1.0000,0.9029,0.2378,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9969,C,0.5879,0.5647,1.0702,0.170895,0.4647,0.1264,291.83,0.000000,1.0000,0.8146,0.0,-1.0,-0.002008,0.003214,0.002825,26
DOTUSDT,1,-1,0.5806,0.3542,0.4741,1.362000,0.002000,0.009859,0.011859,0.013859,4.9296,5.9296,0.4775,0.6661,0.6249,0.5000,1.0000,0.9460,0.3542,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0413,C,0.5576,0.7168,0.7642,0.080113,0.4775,0.1198,290.28,0.000000,1.0000,0.8009,0.0,-1.0,-0.002000,0.003671,0.002203,28
BTCUSDT,1,-1,0.5751,0.1112,0.1928,68747.203125,0.002000,0.008251,0.008860,0.010000,4.1253,4.4301,0.4505,0.8554,0.5504,0.5000,1.0000,0.8560,0.1112,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0054,C,0.5720,0.5266,0.8184,0.157767,0.4505,0.0816,287.56,0.000000,1.0000,0.8074,0.0,0.0,0.005692,0.007160,0.001783,100
BTCUSDT,1,-1,0.5545,0.1112,0.1928,68746.703125,0.002000,0.008243,0.008853,0.010000,4.1217,4.4264,0.4505,0.8027,0.5154,0.5000,1.0000,0.8560,0.1112,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0076,C,0.5503,0.5612,0.8740,0.138113,0.4505,0.0816,277.23,0.000000,1.0000,0.7976,0.0,0.0,0.005594,0.007152,0.001791,100
DOTUSDT,1,-1,0.6594,0.3768,0.4933,1.362000,0.002000,0.009755,0.011755,0.013755,4.8772,5.8772,0.5488,0.9114,0.5458,0.5000,1.0000,0.9544,0.3768,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0293,C,0.6406,0.6022,1.0056,0.165618,0.5000,0.1165,329.70,0.000000,1.0000,0.8383,0.0,-1.0,-0.002000,0.003671,0.002203,27
LINKUSDT,1,1,0.6149,1.0000,0.0000,8.793000,0.008009,0.003000,0.006000,0.010000,0.3746,0.7492,0.8426,0.8861,0.5162,0.5000,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8848,D,0.6949,0.9509,1.6323,0.178879,0.5000,1.0000,76.78,0.000000,1.0000,0.8627,1.0,1.0,0.003000,0.003184,0.002616,32
WLFIUSDT,1,-1,0.6249,1.0000,0.0000,0.102000,0.002846,0.009804,0.011804,0.013804,3.4453,4.1481,0.5634,0.9030,0.6816,0.6500,1.0000,0.6000,1.0000,0.8000,0.5446,0.3000,0.0686,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0378,C,0.6022,0.6239,0.8267,0.125205,0.5634,1.0000,219.61,0.000000,1.0000,0.8210,0.0,-1.0,-0.002846,0.006863,0.006863,42
LINKUSDT,1,1,0.5737,1.0000,0.0000,8.791000,0.007775,0.003000,0.006000,0.010000,0.3858,0.7717,0.8426,0.6386,0.6012,0.5000,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8948,D,0.6411,1.3195,1.4015,0.124526,0.5000,1.0000,73.78,0.000000,1.0000,0.8385,1.0,1.0,0.003000,0.003413,0.002389,31
ENAUSDT,1,-1,0.5549,1.0000,0.0000,0.121400,0.002384,0.006590,0.008590,0.010000,2.7645,3.6036,0.5278,0.8911,0.5207,0.6500,1.0000,0.6000,1.0000,0.5000,0.1825,0.8000,0.3175,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9895,C,0.5608,0.5923,1.0136,0.149792,0.5207,1.0000,232.80,0.000000,1.0000,0.8024,0.0,-1.0,-0.002384,0.002471,0.002471,24
DOTUSDT,1,-1,0.5768,0.1862,0.2931,1.362000,0.002000,0.009755,0.011755,0.013755,4.8772,5.8772,0.4153,0.9114,0.5811,0.5000,1.0000,0.8838,0.1862,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9813,C,0.5878,0.4556,0.7146,0.188037,0.4153,0.1068,288.40,0.000000,1.0000,0.8145,0.0,-1.0,-0.002000,0.003671,0.002203,26
BTCUSDT,1,-1,0.5779,0.1112,0.1928,68742.000000,0.002000,0.008175,0.008785,0.010000,4.0877,4.3925,0.4505,0.9094,0.5204,0.5000,1.0000,0.8560,0.1112,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9932,C,0.5818,0.4953,0.8656,0.183257,0.4505,0.0816,288.92,0.000000,1.0000,0.8118,0.0,0.0,0.005503,0.007084,0.001859,100
KITEUSDT,1,-1,0.6100,1.0000,0.0000,0.213510,0.006116,0.014775,0.016775,0.018775,2.4159,2.7429,0.5241,0.8489,0.6066,0.6500,1.0000,0.7418,1.0000,0.7000,0.3473,0.8000,0.1412,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0155,C,0.6006,0.6175,0.8641,0.119424,0.5241,1.0000,99.74,0.000000,1.0000,0.8203,0.0,-1.0,-0.006116,0.014098,0.006323,35
KITEUSDT,1,-1,0.5816,1.0000,0.0000,0.213010,0.002000,0.012356,0.014356,0.016356,6.1780,7.1780,0.5177,0.7193,0.6132,0.6500,1.0000,0.7038,1.0000,0.7000,0.3147,0.8000,0.1532,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0471,C,0.5554,0.7197,0.8442,0.072766,0.5177,1.0000,290.78,0.000000,1.0000,0.7999,0.0,-1.0,-0.002000,0.011783,0.008685,34
BTCUSDT,1,-1,0.5771,0.1112,0.1928,68748.101562,0.002000,0.008264,0.008873,0.010000,4.1316,4.4364,0.4505,0.8650,0.5504,0.5000,1.0000,0.8560,0.1112,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0040,C,0.5748,0.5208,0.8184,0.161811,0.4505,0.0816,288.54,0.000000,1.0000,0.8087,0.0,0.0,0.005554,0.007173,0.001770,100
MOVEUSDT,1,-1,0.5913,1.0000,0.0000,0.025370,0.005110,0.013993,0.015993,0.017993,2.7382,3.1295,0.5241,0.8099,0.5452,0.6500,1.0000,0.7418,1.0000,0.7000,0.3473,0.8000,0.1412,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0217,C,0.5787,0.6472,0.9614,0.113061,0.5241,1.0000,115.70,0.000000,1.0000,0.8104,1.0,1.0,0.013993,0.014190,0.003942,36
AVAXUSDT,1,-1,0.6335,0.3227,0.4463,9.290000,0.002000,0.007682,0.009682,0.010000,3.8408,4.8408,0.5288,0.9178,0.5114,0.5000,1.0000,0.9343,0.3227,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0139,C,0.6248,0.5762,1.0339,0.175394,0.5000,0.1236,316.76,0.000000,1.0000,0.8312,0.0,-1.0,-0.002000,0.003660,0.002045,28
LINKUSDT,1,1,0.5964,1.0000,0.0000,8.787000,0.007285,0.003000,0.006000,0.010000,0.4118,0.8236,0.7796,0.8931,0.5181,0.5000,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8816,D,0.6766,0.8730,1.5047,0.168611,0.5000,1.0000,81.87,0.000000,1.0000,0.8544,1.0,1.0,0.003000,0.003869,0.001935,29
BTCUSDT,1,-1,0.5873,0.1003,0.1717,68743.898438,0.002000,0.008203,0.008812,0.010000,4.1015,4.4063,0.4464,0.8568,0.6096,0.5000,1.0000,0.8520,0.1003,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0099,C,0.5816,0.5210,0.7323,0.157779,0.4464,0.0714,293.67,0.000000,1.0000,0.8117,0.0,0.0,0.005728,0.007112,0.001831,100
AXSUSDT,1,1,0.5786,1.0000,0.0000,1.359000,0.002955,0.006807,0.008806,0.010000,2.3031,2.9799,0.5634,0.8341,0.7991,0.5000,1.0000,0.6000,1.0000,0.8000,0.5446,0.3000,0.0686,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9885,C,0.5853,0.6755,0.7051,0.144724,0.5000,1.0000,195.77,0.000000,1.0000,0.8134,0.0,-1.0,-0.002955,0.003679,0.003679,41
DOTUSDT,1,-1,0.5597,0.1563,0.2529,1.363000,0.002000,0.010376,0.012376,0.014376,5.1882,6.1883,0.4042,0.9169,0.5454,0.5000,1.0000,0.8727,0.1563,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9708,C,0.5766,0.4408,0.7411,0.194596,0.4042,0.0966,279.85,0.000000,1.0000,0.8095,0.0,-1.0,-0.002000,0.004402,0.002201,25
MOVEUSDT,1,-1,0.6213,1.0000,0.0000,0.025410,0.005143,0.015545,0.017545,0.019545,3.0228,3.4117,0.5241,0.8454,0.5997,0.6500,1.0000,0.7418,1.0000,0.7000,0.3473,0.8000,0.1412,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0382,C,0.5984,0.6200,0.8740,0.118789,0.5241,1.0000,120.81,0.000000,1.0000,0.8193,1.0,1.0,0.015545,0.015742,0.002361,35
XRPUSDT,1,1,0.5973,1.0000,0.0000,1.468700,0.007145,0.003000,0.006000,0.010000,0.4199,0.8398,0.8426,0.7745,0.5378,0.5000,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8948,D,0.6675,1.0880,1.5667,0.147409,0.5000,1.0000,83.60,0.000000,1.0000,0.8504,1.0,1.0,0.003000,0.003336,0.003336,21
KITEUSDT,1,-1,0.6095,1.0000,0.0000,0.212830,0.002102,0.011358,0.013358,0.015358,5.4041,6.3557,0.5177,0.8231,0.6323,0.6500,1.0000,0.7038,1.0000,0.7000,0.3147,0.8000,0.1532,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0385,C,0.5869,0.6289,0.8188,0.109160,0.5177,1.0000,289.99,0.000000,1.0000,0.8141,0.0,-1.0,-0.002102,0.000000,0.002819,1
ENAUSDT,1,-1,0.5733,1.0000,0.0000,0.121500,0.002416,0.007407,0.009407,0.010000,3.0654,3.8931,0.5278,0.8886,0.5672,0.6500,1.0000,0.6000,1.0000,0.5000,0.1825,0.8000,0.3175,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0091,C,0.5681,0.5939,0.9305,0.140047,0.5278,1.0000,237.26,0.000000,1.0000,0.8057,0.0,-1.0,-0.002416,0.003292,0.002469,25
BERAUSDT,1,-1,0.6364,0.2337,0.3802,0.647500,0.002716,0.009435,0.011435,0.013435,3.4741,4.2106,0.4958,0.8911,0.5172,0.6500,1.0000,0.9014,0.2337,0.8000,0.8000,0.2000,0.2000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0230,C,0.6221,0.5564,0.9586,0.157326,0.4958,0.1465,234.35,0.000000,1.0000,0.8300,1.0,1.0,0.009435,0.009730,0.000927,34
WLFIUSDT,1,-1,0.5861,1.0000,0.0000,0.101600,0.002000,0.005905,0.006000,0.010000,2.9527,3.0000,0.5278,0.9046,0.6074,0.6500,1.0000,0.6000,1.0000,0.8000,0.3308,0.5000,0.1692,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0121,C,0.5792,0.5834,0.8690,0.141033,0.5278,1.0000,293.07,0.000000,1.0000,0.8106,0.0,-1.0,-0.002000,0.000000,0.002953,2
1000PEPEUSDT,1,-1,0.5716,1.0000,0.0000,0.004450,0.002000,0.003116,0.006000,0.010000,1.5579,2.9999,0.5241,0.7437,0.6641,0.6500,1.0000,0.7418,1.0000,0.7000,0.3473,0.8000,0.1412,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.9816,C,0.5823,0.7048,0.7893,0.078636,0.5241,1.0000,285.78,0.000000,1.0000,0.8120,0.0,-1.0,-0.002000,0.000472,0.002135,4
PUMPUSDT,1,-1,0.6276,1.0000,0.0000,0.002202,0.002373,0.008447,0.010447,0.012447,3.5597,4.4025,0.5241,0.8905,0.5900,0.6500,1.0000,0.7418,1.0000,0.7000,0.3473,0.8000,0.1412,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0305,C,0.6090,0.5886,0.8883,0.138307,0.5241,1.0000,264.48,0.000000,1.0000,0.8241,0.0,-1.0,-0.002373,0.001817,0.003179,20
PENGUUSDT,1,-1,0.6094,1.0000,0.0000,0.007059,0.002000,0.007801,0.009801,0.010000,3.9005,4.9005,0.8426,0.3933,0.6091,0.6500,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0250,C,0.5945,2.1424,1.3834,0.159615,0.3933,1.0000,304.70,0.000000,1.0000,0.8175,0.0,-1.0,-0.002000,0.001417,0.004250,19
LINKUSDT,1,1,0.5580,1.0000,0.0000,8.787000,0.007231,0.003000,0.006000,0.010000,0.4149,0.8297,0.8426,0.6012,0.5881,0.5000,1.0000,0.8148,1.0000,0.2000,0.2000,0.8000,0.8000,0.0000,0.0000,0.0000,0.0000,1,0.0000,0.8883,D,0.6281,1.4015,1.4326,0.127122,0.5000,1.0000,77.16,0.000000,1.0000,0.8326,1.0,1.0,0.003000,0.003869,0.001935,28
BTCUSDT,1,-1,0.5634,1.0000,0.0000,68744.601562,0.002000,0.008213,0.008823,0.010000,4.1064,4.4112,0.5278,0.7928,0.7299,0.5000,1.0000,0.6000,1.0000,0.8000,0.3308,0.5000,0.1692,0.0000,0.0000,0.0000,0.0000,1,0.0000,1.0204,C,0.5521,0.6657,0.7231,0.126106,0.5000,1.0000,281.68,0.000000,1.0000,0.7985,0.0,0.0,0.005712,0.007122,0.001821,100
